access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,1830,,,,,,,,,,,,,,,,,,,YPFB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,Claro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,Repsol Comercial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1380,,,,,,,,,,,,,,,,,,,ExpressoDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,Ecuador Tur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,Melhor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,895,,,,,,,,,,,,,,,,,,,Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,TTPost,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,Extra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,,,,,,,,,,Governo do Estado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,Copel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2030,,,,,,,,,,,,,,,,,,,Sicredi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,,,,,,,Bike Salvador,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,,Exito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,Companhia Paulista de Trans Metropolitanos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,Caju Bike,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3050,,,,,,,,,,,,,,,,,,,Copidrogas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,Citibank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1780,,,,,,,,,,,,,,,,,,,Banelco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3160,,,,,,,,,,,,,,,,,,,EDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1920,,,,,,,,,,,,,,,,,,,San Borja en bici,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,Red Miguel Lanús,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,Unibanco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,Bancolombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,TransMilenio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3310,,,,,,,,,,,,,,,,,,,"Ministerio para Ciencia, Tecnología e Innovación",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2040,,,,,,,,,,,,,,,,,,,Particulares,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2160,,,,,,,,,,,,,,,,,,,Banco de Venezuela (Solo Personal),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,Scotiabank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1265.232421875,,,,,,,,,,,,,,,,,,,Metrô Rio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,Itau,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1610,,,,,,,,,,,,,,,,,,,FASA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,Popular,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,BNB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1740,,,,,,,,,,,,,,,,,,,Brasil Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2830,,,,,,,,,,,,,,,,,,,Hyundai,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1025,,,,,,,,,,,,,,,,,,,www.EcuadorTur.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2011.7,,,,,,,,,,,,,,,,,,,BFC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1626,,,,,,,,,,,,,,,,,,,Nova Palma Energia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,,,Ministerio de Transporte Terrestre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770,,,,,,,,,,,,,,,,,,,Coutinho,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1674.4892578,,,,,,,,,,,,,,,,,,,BRT Transcarioca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,774,,,,,,,,,,,,,,,,,,,Petroleos y Servicios,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2150,,,,,,,,,,,,,,,,,,,Municipalidad de Funes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1121,,,,,,,,,,,,,,,,,,,Cem 14 Río Chico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,660.08000000000004,,,,,,,,,,,,,,,,,,,Macro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,Terpel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1585,,,,,,,,,,,,,,,,,,,Alcaldía de Caracas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2210,,,,,,,,,,,,,,,,,,,GAMC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2810,,,,,,,,,,,,,,,,,,,Banrisul,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,SITSSA C.A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1997.76,,,,,,,,,,,,,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,STO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1870,,,,,,,,,,,,,,,,,,,Entel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,La Rebaja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2011.22,,,,,,,,,,,,,,,,,,,Banco del Austro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,CENCOSUD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,Petromil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,Colmena,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3130,,,,,,,,,,,,,,,,,,,Banco Nación,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2007.8499999999999,,,,,,,,,,,,,,,,,,,Citroën,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1996.8,,,,,,,,,,,,,,,,,,,University of Leicester and British Antarctic Survey,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2820,,,,,,,,,,,,,,,,,,,Funesc - Fundação Espaço Cultural José Lins do Rego,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,Brio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,COPEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1930,,,,,,,,,,,,,,,,,,,Celesc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1990.0699999999999,,,,,,,,,,,,,,,,,,,Esso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,Garden Hoteles,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,Banco del Tesoro (Solo Personal),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2260,,,,,,,,,,,,,,,,,,,Ferroviaria Oriental S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,Nescafe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1110,,,,,,,,,,,,,,,,,,,Itaú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,837,,,,,,,,,,,,,,,,,,,Universidad de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,CEF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,907,,,,,,,,,,,,,,,,,,,PMVV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,Banco del Chubut,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,975,,,,,,,,,,,,,,,,,,,DGCyE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,Banco BISA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1090,,,,,,,,,,,,,,,,,,,Banco BCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,884,,,,,,,,,,,,,,,,,,,Banco de Crédito BCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,978,,,,,,,,,,,,,,,,,,,Polícia Rodoviária Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,Bike Brasília,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1018,,,,,,,,,,,,,,,,,,,Caixa Econômica Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,Drogas La Rebaja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1118,,,,,,,,,,,,,,,,,,,EPE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4500,,,,,,,,,,,,,,,,,,,Oi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,Carulla,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,882,,,,,,,,,,,,,,,,,,,PDVSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,Pão de Açúcar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,red link,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,Servibanca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,823,,,,,,,,,,,,,,,,,,,CART,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,Universidad Mayor de San Simón,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,CRT/Brasil Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,Ale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,Banco de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5750,,,,,,,,,,,,,,,,,,,Municipalidad de Roldán,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,Gazel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,Airport Shuttle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1057,,,,,,,,,,,,,,,,,,,FIAT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,Endesa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,974,,,,,,,,,,,,,,,,,,,PRIMAX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,CONAF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,BANELCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1645,,,,,,,,,,,,,,,,,,,Prefeitura do Município de Toledo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,Empresa Brasileira de Correios e Telégrafos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,796,,,,,,,,,,,,,,,,,,,Banco Real,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,Claro Chile S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,857,,,,,,,,,,,,,,,,,,,EMTU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,Copservir Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,BRTRio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,,,,,,,,,,MSP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,Vértice S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,Unipet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,LINK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1044,,,,,,,,,,,,,,,,,,,Tiquin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5010,,,,,,,,,,,,,,,,,,,Patagonia Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,ANTEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,,,,,,,,,,4-72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1290,,,,,,,,,,,,,,,,,,,Municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,Cart,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,866,,,,,,,,,,,,,,,,,,,Biomax,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4700,,,,,,,,,,,,,,,,,,,ATH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,TRENSURB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,,,,,,Av Villas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1035,,,,,,,,,,,,,,,,,,,Bicentenario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,Caixa Economica Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,TEXACO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,BancoEstado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,TRANSBARCA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,,,,,,,,,"Transporte ""La Golondrina""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,ECOVIAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,Transcol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4300,,,,,,,,,,,,,,,,,,,(abandonada),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,899,,,,,,,,,,,,,,,,,,,CCR SPVias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,Banco 24 Horas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,Banco Unión,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,Republic Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,Embratel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,Rede Vivo de Supermercados,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,Une,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,Banco Económico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5600,,,,,,,,,,,,,,,,,,,União,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,NOAA / NDBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,Banesco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,,,,,,,,,,Sorriso de Toledo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,Provincial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,GOMERIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1180,,,,,,,,,,,,,,,,,,,National Petroleum,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,IDEA Universidad Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,SSP-SP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,Intendencia de Montevideo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,994,,,,,,,,,,,,,,,,,,,ANZ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,489,,,,,,,,,,,,,,,,,,,GCBA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,PDV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,ScotiaBank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5480,,,,,,,,,,,,,,,,,,,Micro Ómnibus Primera Junta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,Liberty Express,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,Transportes Fenur S. A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,Panavial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,,,,,Banco de Corrientes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,Banco de Guayaquil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,679,,,,,,,,,,,,,,,,,,,D&S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,853,,,,,,,,,,,,,,,,,,,Estadual,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,SEDU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,844,,,,,,,,,,,,,,,,,,,Ecovias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,,,,,Transmetro SAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,UNE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,Carnegie Institution for Science,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,912,,,,,,,,,,,,,,,,,,,SuperVia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,Farmatodo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,,,,,,,,,Gobierno de la Ciudad de Buenos Aires,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,Metro de Medellín,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,Caja Social,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,SAI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,ASSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,452.6,,,,,,,,,,,,,,,,,,,Caixa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,Metra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,827,,,,,,,,,,,,,,,,,,,Scotia Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,CCR Rodoanel Oeste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,565,,,,,,,,,,,,,,,,,,,Banco Estado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,Banco Nacional de Bolivia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,976,,,,,,,,,,,,,,,,,,,Galicia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1270,,,,,,,,,,,,,,,,,,,Banco Bisa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,Farmacity,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,871,,,,,,,,,,,,,,,,,,,Banco Internacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,Renault,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,Guyoil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,CEAMSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,995,,,,,,,,,,,,,,,,,,,Ipiranga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,903,,,,,,,,,,,,,,,,,,,Prefeitura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3700,,,,,,,,,,,,,,,,,,,SMAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,Ministerio de Transporte Acuático y Aéreo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,Banco del Tesoro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,Brío,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,888,,,,,,,,,,,,,,,,,,,Petinsa S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,846,,,,,,,,,,,,,,,,,,,Rapipago,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,CTA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,EBCT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,CLN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,Royal Castle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,,,,,,,,,Hostelling International,,,,,,,,,,,,,,,,,,,,
