access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
yes,,,,waste_basket,0.01,stones,,GM,,locality,gazebo,,,,,Dutch Reform,,,,,,construction,threshing_floor,,,,brownfield,recreation_ground,,yes,,,rock,ngo,,SGBCI,plot,,,,,pagan,,dealer;repair;parts;,car key and air conditioner service shops,"Rugby,_Cricket",compacted,,artwork,,,,Drinking_Water_Source,boatyard,,olives
hgv,,,,register_office,0.025,enclosure,,independent,,,static_caravan,,,,,Mosquée,,,,,,yes,wayside_shrine,,,,cairn,bleacher,,fuel_depot,,,wood,company,,BMW,farm,,,,,Católica,,repair,chemist,football,fine_gravel,,hotel,,,,intermittent,yes,,mata_atlântica
unknown,,,,Commercial residential,0.016,block,,Independent,,,Residential,,,,,assemblies_of_god,,,,,,service,yes,,,,breeding,swimming_pool,,jetty,,,yes,association,,Société Générale,massif,,,,,vale_do_amanhecer,,,hardware,beachvolleyball,wood,,yes,,,,yes,lake,,mangrove
AR,,,,swimming_pool,0.008,stile,,INOV,,,House,,,,,roman_catholic,,,,,,living_street,pillory,,,,quarry,swimming pool,,pier,,,tree_row,estate_agent,,Société de Distribution d’Eau de Côte d’Ivoire (SODECI),valley,,,,,sikh,,,dive,running,clay,,alpine_hut,,,,lake,dredged_area,,coqueiros
restrict,,,,public_building,1,w,,Jovenna,,,Under_Construction,,,,,musulmane,,,,,,path,palace,,,,hotel,water_park,,rocks,,,stone,service,,Marhaba Hotels,region,,,,,,,,photo,croquet,yes,,museum,,,,Fish pond,degenerated_riverbank,,*
Táxi,,,,biergarten,0.005,border_control,,Kenol,,,roof=permanent,,,,,non-denominational,,,,,,residential,monument,,,,port,Shooting Range,,wastewater_plant,,,lake,private,,Owners,subward,,,,,,,,hairdresser,volleyball,artificial_turf ,,house,,,,lake;pond,mooring,,Mata_Atlântica
clients,,,,post_office,0.049,,,Misr Petroleum,,,palace,,,,,Musulman,,,,,,road,tomb,,,,aquaculture,swimming,,mineshaft,,,bay,employment_agency,,وزارة الداخلية,municipality,,,,,,,,garden_centre,bowls,stone,,sign,,,,Pool,pool,,cerrado
,,,,doctors,undefined,,,Mobil,,,silo,,,,,quaker,,,,,,motorway,ship,,,,plantation,common,,tower,,,massif,Maison de la Radio,,Privés,state,,,,,,,,fabric,miniature_golf,tartan,,apartments,,,,Water_Source,water,,mata atlântica
,,,,food_court,79276.572190084,,,Naftal,,,barn,,,,,islamic,,,,,,emergency_access_point,architecture,,,,nursery,brownfield,,telescope,,,rocks,water_utility,,جامعة الجزيرة,area,,,,,,,,variety_store,soccer,artificial_turf,,aquarium,,,,swimming_pool,offshore_field,,Cerrado_alto
,,,,bulding,forest,,,NAFTAL,,,fixme,,,,,jehovahs_witness,,,,,,crossing,manor,,,,reservoir,sports_centre,,bridge,,,valley,it,,Total Côte d'Ivoire,quarter,,,,,,,,no,squash,concrete,,love_hotel,,,,Pan,river; riverbank,,seringueira
,,,,taxi,no,,,Nissan,,,track,,,,,pentecostal,,,,,,cycleway,works,,,,village_green,dog_park,,pumping_station,,,wand,political_party,,Vivo Energy Côte d'Ivoire,informal,,,,,,,,interior_decoration,netball,stones,,gallery,,,,resevoir,oxbow,,Cerrado_stricto_sensu
,,,,toilets,72726.993221707,,,Oilibya,,,vineyard,,,,,evangelical,,,,,,turning_circle,citywalls,,,,r,greenfield,,water_tank,,,coral_reef,physician,,ArcelorMittal,isolated_dwelling,,,,,,,,kiosk,xo,paving_stones,,cabin,,,,oxbow,pond,,mata_atlantica
,,,,shelter,"83,38",,,OiLibya,,,bathrooms,,,,,lutheran,,,,,,,aircraft,,,,clearing,Common,,fuel_deport,,,reserve,quango,,Posta Kenya,islnd,,,,,,,,clothes,rc_car,rocks,,,,,,canal,pontoon,,eucalipto
,,,,hotel,YES,,,Oillibya,,,Commercial buildings,,,,,ethiopian_orthodox_tewahedo,,,,,,,bunker,,,,grass,marina,,cairn,,,tree,financial,,Gendarmerie Nationale,Aoulef,,,,,,,,radiotechnics,hockey,dirt/sand,,,,,,reflecting_pool,,,Pinos
,,,,fire_station,paved,,,Oilybia,,,apartments,,,,,sda,,,,,,,house,,,,dryfield,beach_resort,,chimney,,,lava_channel,commercial,,Bolloré,city,,,,,,,,ticket,athletics,bare_earth,,,,,,lago,,,Cerrado
,,,,waste_disposal,1.65425562124e-001,,,Pétroci,,,roof permanent,,,,,Anglican,,,,,,,church,,,,park,golf_course,,oil_field,,,rigde,foundation,,Ayuntamiento Puerto del Rosario,El Morro,,,,,,,,wholesale,cricket_nets,astroturf,,,,,,tidal,,,alameda
,,,,car_rental,59213.948197550,,,Pétro Ivoire,,,store,,,,,adventist,,,,,,,farm,,,,garage,casino,,cooling_tower,,,marsch,camping,,Isaac Newton Group,municiplaity,,,,,,,,paint,polo,dirt,,,,,,wastewater,,,Eucalipto
,,,,clinic,public,,,Petrolex,,,detached,,,,,sunni,,,,,,,cannon,,,,pitch,fishing,,wastewater,,,grassland,public,,Urban Council,municipalidad,,,,,,,,video,water_sports,sand,,,,,,Lake,,,broad_leaved
,,,,dorm,,,,Petrom,,,university_residence,,,,,coptic_orthodox,,,,,,,,,,,education,picnic_table,,pipeline,,,desert,tax,,Spur,country,,,,,,,,books,motocross,pebble,,,,,,salt_water,,,
,,,,pub,,,,Peugeot,,,connection,,,,,Islamic,,,,,,,,,,,pond,hotel,,storage_depot,,,hill,notary,,RENAULT,atoll,,,,,,,,motorcycle,equestrian,blocks,,,,,,Piscina,,,
,,,,gardens,,,,Renault,,,temple,,,,,islam,,,,,,,,,,,openground,firepit,,water_reservoir,,,marsh,union,,Ministry of Education,Village,,,,,,,,wine,paddle_tennis,Areia,,,,,,Estação_de_tratamento_de_esgoto,,,
,,,,atm,,,,SGBCI,,,offices,,,,,Sunni,,,,,,,,,,,resi],Direction des jeunesseset Sport OEB,,water_basin,,,watering_hole,travel_agent,,ESSO,Costa Azul,,,,,,,,kitchen,Petanque,water,,,,,,,,,
,,,,pitch,,,,shell,,,bank,,,,,muslim,,,,,,,,,,,allotments,paddling_pool,,kiln,,,aquaculture,international_organization,,Disa,,,,,,,,,market,sailing,Cemento,,,,,,,,,
,,,,car_wash,,,,Shell,,,Hospital,,,,,Protestant,,,,,,,,,,,fixme,miniature_golf,,radiotelescope,,,plantation,architect,,The Sunset Group,,,,,,,,,grossery,soccer; basketball,Artificial_Turf,,,,,,,,,
,,,,place_of_worship,,,,Sonangol,,,multipurpose,,,,,Ethiopian Orthodox,,,,,,,,,,,square,horse_riding,,communications_dish,,,nursery,,,Dr. Chilemba,,,,,,,,,mobile_phone,table_tennis,pasto,,,,,,,,,
,,,,fuel,,,,Staroil,,,marabout,,,,,mormon,,,,,,,,,,,mine,village_green,,adit,,,coastline,,,MSF,,,,,,,,,butcher,skating,terra,,,,,,,,,
,,,,School,,,,Star Oil,,,building,,,,,greek_orthodox,,,,,,,,,,,agriculture,fitness_centre,,geoglyph,,,scrub,,,SGBS,,,,,,,,,motorcycle_repair,free_flying,concreto,,,,,,,,,
,,,,minibus_taxi_rank,,,,Texaco,,,toilet,,,,,Ministry,,,,,,,,,,,farl,park,,building,,,volcano,,,Ayuntamiento de Candelaria,,,,,,,,,Saloon Kiosk and Snacks Stall,beachtennis,paving_stones:30,,,,,,,,,
,,,,animal_shelter,,,,TEXACO,,,accommodation,,,,,Islam,,,,,,,,,,,vineyard,pitch,,water_tower,,,old_coasline_import,,,Groupe Farandole Internationale,,,,,,,,,organic,tennis,pasto_y_tierra,,,,,,,,,
,,,,retirement_home,,,,Total,,,ues,,,,,christ_scientist,,,,,,,,,,,buildings,commons,,groyne,,,mud,,,Yadis Hotels,,,,,,,,,retail,baseball,rock,,,,,,,,,
,,,,dentist,,,,TOTAL,,,CON,,,,,dutch_reformed,,,,,,,,,,,conservation,track,,winery,,,reef,,,Hôpital Mohammed BOUDIAF,,,,,,,,,Dobby,co,Salão,,,,,,,,,
,,,,bank,,,,Toyota,,,flats,,,,,Ibadhi,,,,,,,,,,,salt_pond,tennis,,mast,,,mountain,,,Tunisie Telecom,,,,,,,,,bed,horse_racing,areia,,,,,,,,,
,,,,ferry_terminal,,,,Tradex,,,non_residential,,,,,protestant,,,,,,,,,,,frmy,club,,port,,,islet,,,CPA,,,,,,,,,confectionery,skateboard,metal,,,,,,,,,
,,,,Toilets,,,,Winxo,,,commercial;residential,,,,,apostolic,,,,,,,,,,,wasteland,hot_spring,,grandstand,,,crater,,,CNEP,,,,,,,,,travel_agency,surfing,grama_sintética,,,,,,,,,
,,,,animal_keeping,,,,ZIZ,,,wharehouse,,,,,Gruta,,,,,,,,,,,industrial,fitness_station,,storage,,,bedrock,,,Universidad de La Laguna,,,,,,,,,shopping_centre,korfball,concrete:lanes,,,,,,,,,
,,,,pharmacy,,,,PDV,,,Hut,,,,,EKFS,,,,,,,,,,,washingbay,sports,,water_works,,,grass,,,STUDENTS,,,,,,,,,marketplace,handball,decoturf,,,,,,,,,
,,,,recycling,,,,Sicoob,,,x,,,,,neopentecostal,,,,,,,,,,,wharf,Quadra,,reservoir,,,spring,,,SNCC,,,,,,,,,art,basketball,gramado,,,,,,,,,
,,,,embassy,,,,multi,,,commercial,,,,,Ekalesia_Faapotopotoga_Kerisiano_Samoa,,,,,,,,,,,landfill,sport_centre,,Kraal,,,cliff,,,University of Cape Town,,,,,,,,,centre,bowling,Césped_Sintético,,,,,,,,,
,,,,building,,,,Branca,,,damaged,,,,,Spiritism,,,,,,,,,,,,stands,,watermill,,,park,,,Renault,,,,,,,,,gift,tennis;basketball,concrete:plates,,,,,,,,,
,,,,toilet,,,,Mercedes-Benz,,,hostel,,,,,Capilla,,,,,,,,,,,sand,basketball,,silos,,,moor,,,Golden Yasmin Hotels,,,,,,,,,fashion,canadian_football,pa,,,,,,,,,
,,,,waste_transfer_station,,,,Santander,,,terrasse,,,,,espírita,,,,,,,,,,,greenspace,bullring,,oven,,,scree,,,Afriquia,,,,,,,,,bookmaker,cycling,cesped,,,,,,,,,
,,,,casino,,,,Cencosud,,,transformer_tower,,,,,Maçonaria,,,,,,,,,,,rch,events,,monitoring_station,,,pond,,,Banque de Tunisie,,,,,,,,,farm,"Cricket,_Hockey",grama,,,,,,,,,
,,,,shop,,,,Topsy,,,cle,,,,,adventista,,,,,,,,,,,taxiway,centre Equestre,,breakwater,,,old_coasttline_import,,,Engen,,,,,,,,,lottery,canoe,Grama,,,,,,,,,
,,,,nursing_home,,,,BANESTES,,,residential,,,,,Iglesia,,,,,,,,,,,esid,commun,,beacon,,,caldera,,,Rio TInto,,,,,,,,,outdoor,soccer; rugby,shingle,,,,,,,,,
,,,,diving_center,,,,Banco Provincia del Neuquén,,,home,,,,,maronite,,,,,,,,,,,quay,pedestrian,,communications_tower,,,trees,,,CAMRAIL,,,,,,,,,bicycle,Football,society,,,,,,,,,
,,,,police,,,,Carrefour,,,well?,,,,,neo-pentecostal,,,,,,,,,,,animal_keeping,bandstand,,gasometer,,,oasis,,,IBIS,,,,,,,,,computer,cricket,cobblestone; asphalt,,,,,,,,,
,,,,shower,,,,New Holland,,,Building,,,,,FIXME,,,,,,,,,,,Demonstration plot,grass,,works,,,bare_rock,,,SIC,,,,,,,,,supermarket,fishing,,,,,,,,,,
,,,,bicycle_parking,,,,ipiranga,,,Bing,,,,,CATOLICA,,,,,,,,,,,army,ice_rink,,surveillance,,,cliffs,,,Ecobank,,,,,,,,,tyres,Netball,,,,,,,,,,
,,,,restaurant;cafe,,,,BR - Petrobras,,,bathroom,,,,,Evangélica,,,,,,,,,,,greenfield,square,,silo,,,waterfall,,,Protection civile,,,,,,,,,general,rugby_league,,,,,,,,,,
,,,,garden,,,,Vea,,,construction,,,,,Catholic,,,,,,,,,,,mining,social_club,,settling_tank,,,land,,,GOAL,,,,,,,,,vacant,gymnastics,,,,,,,,,,
,,,,townhall,,,,Banco Bradesco,,,laboratoire,,,,,roman-catholic,,,,,,,,,,,farmyard,adult_gaming_centre,,windpump,,,sinkhole,,,Accadimie,,,,,,,,,craft,kitesurfing,,,,,,,,,,
,,,,parking_space,,,,Kumho Tires,,,museum,,,,,vale_do_amanhecer,,,,,,,,,,,depot,amusement_arcade,,windmill,,,water_park,,,"CCAP Church, Blantyre Synod",,,,,,,,,tobacco,korfbal,,,,,,,,,,
,,,,driving_school,,,,Bradesco,,,warehouse,,,,,foursquare,,,,,,,,,,,storage_depot,,,oil_tank,,,Gason,,,BP,,,,,,,,,greengrocer,"Basketball,_Handball,_Voleyball",,,,,,,,,,
,,,,mortuary,,,,Honda,,,church,,,,,Adventista,,,,,,,,,,,field_cropland,,,observatory,,,peak,,,FJKM,,,,,,,,,appliance,shooting,,,,,,,,,,
,,,,cinema,,,,Sol,,,underconstruction,,,,,spiritist,,,,,,,,,,,agricultural land,,,green_village,,,lava,,,West Africa Exploration,,,,,,,,,bakery,scuba_diving,,,,,,,,,,
,,,,grave_yard,,,,Aspro,,,filling station,,,,,mennonite,,,,,,,,,,,forest,,,settling_basin,,,sandbank,,,Ministère de l'Éducation,,,,,,,,,boutique,racquet,,,,,,,,,,
,,,,studio,,,,Fiat,,,canopy,,,,,latter_day_saints,,,,,,,,,,,building,,,pain,,,waterland,,,"Consejería de Educación, Universidades y Sostenibilidad. Gobierno de Canarias",,,,,,,,,newsagent,paddle_tenis,,,,,,,,,,
,,,,bar,,,,ALE,,,mokhoro,,,,,,,,,,,,,,,,plant_nursery,,,street_cabinet,,,beach,,,Lesotho Evangelical Church,,,,,,,,,toys,american_football,,,,,,,,,,
,,,,construction,,,,Extra,,,tower,,,,,,,,,,,,,,,,rest_area,,,water_storage,,,heath,,,Kiepenheuer-Institut für Sonnenphysik,,,,,,,,,dry_cleaning,9pin,,,,,,,,,,
,,,,church,,,,Primax,,,Latrines,,,,,,,,,,,,,,,,Drying yard,,,cutline,,,sand,,,Millenium Hall,,,,,,,,,plumbing,swimming,,,,,,,,,,
,,,,drinking_water,,,,Caixa Econômica Federal,,,stable,,,,,,,,,,,,,,,,leisure,,,pontoon,,,kopje,,,"FIAT, IVECO",,,,,,,,,tailor,golf,,,,,,,,,,
,,,,telephone,,,,Farmar,,,pyramid,,,,,,,,,,,,,,,,fishfarm,,,stage,,,forest,,,CIE,,,,,,,,,copyshop,australian_football,,,,,,,,,,
,,,,post_box,,,,Pacific,,,publique,,,,,,,,,,,,,,,,sport,,,campanile,,,dune,,,Gema Hoteles,,,,,,,,,fishing,boules,,,,,,,,,,
,,,,bureau_de_change,,,,Ipiranga,,,service,,,,,,,,,,,,,,,,Public Space,,,obelisk,,,water,,,Frères du Sacré-Coeur (S.C.),,,,,,,,,beauty,10pin,,,,,,,,,,
,,,,"cafe, tee",,,,VW,,,apartment,,,,,,,,,,,,,,,,open_area,,,reinforced_slope,,,cave_entrance,,,El Mouradi Hotels,,,,,,,,,department_store,wrestling,,,,,,,,,,
,,,,vehicle_inspection,,,,Volkswagen,,,mosc,,,,,,,,,,,,,,,,rsid,,,communication_works,,,salt,,,Pétroci Holding,,,,,,,,,storage_rental,motor,,,,,,,,,,
,,,,prison,,,,Hyundai,,,no,,,,,,,,,,,,,,,,military,,,submarine_cable,,,field,,,governmental,,,,,,,,,jewelry,karting,,,,,,,,,,
,,,,customs,,,,Posto,,,Offices,,,,,,,,,,,,,,,,hamlet,,,pumping_rig,,,meadow,,,SNEL,,,,,,,,,mall,"futsal,_basquetebol,_voleibol,_handbol",,,,,,,,,,
,,,,arts_centre,,,,BR,,,Yes,,,,,,,,,,,,,,,,lanfill,,,enbankment,,,sand_dune,,,ACREST,,,,,,,,,alcohol,judo,,,,,,,,,,
,,,,bench,,,,Mitsubishi Motors,,,accomodation,,,,,,,,,,,,,,,,garden,,,village_green,,,dunes,,,Galana,,,,,,,,,laundry,MicroFútbol,,,,,,,,,,
,,,,gym,,,,Citroen,,,bunker,,,,,,,,,,,,,,,,observatory,,,,,,epicentre,,,SFR,,,,,,,,,trade,"basketball, soccer",,,,,,,,,,
,,,,Hotel,,,,Localiza,,,En construction,,,,,,,,,,,,,,,,commercial,,,,,,floodplain,,,Sonidep,,,,,,,,,fishmonger,yes,,,,,,,,,,
,,,,IDP camp,,,,Massey Ferguson,,,grandstand,,,,,,,,,,,,,,,,religion,,,,,,shingle,,,German University in Cairo,,,,,,,,,sports,gaelic_games,,,,,,,,,,
,,,,motorcycle_parking,,,,Citroën,,,??,,,,,,,,,,,,,,,,Islet,,,,,,old-coastline-way,,,OXFAM,,,,,,,,,shoes,paragliding,,,,,,,,,,
,,,,fountain,,,,EG3,,,moscue,,,,,,,,,,,,,,,,farmland,,,,,,reservoir,,,Golden 5 City,,,,,,,,,hifi,rowing,,,,,,,,,,
,,,,library,,,,Banestes,,,Granja,,,,,,,,,,,,,,,,residential,,,,,,wet,,,ABSA,,,,,,,,,seafood,Paddle,,,,,,,,,,
,,,,school,,,,NP,,,school,,,,,,,,,,,,,,,,woodland,,,,,,w,,,NOC,,,,,,,,,optician,basketball;tennis,,,,,,,,,,
,,,,kindergarten,,,,Caixa Economica,,,terrace,,,,,,,,,,,,,,,,reservoir_covered,,,,,,strait,,,SODECI,,,,,,,,,scuba_diving,volleyball;basketball,,,,,,,,,,
,,,,reception_desk,,,,HSBC,,,workshop,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,tree_group,,,Technische Universität Berlin,,,,,,,,,car_parts,volleyball;soccer,,,,,,,,,,
,,,,public_land,,,,Mitsubishi,,,unknown,,,,,,,,,,,,,,,,wood,,,,,,parc,,,Netcare,,,,,,,,,food,pitch,,,,,,,,,,
,,,,unknown,,,,Oil,,,yes3,,,,,,,,,,,,,,,,construction,,,,,,inactive_coastline,,,E. Leclerc,,,,,,,,,internet,softball,,,,,,,,,,
,,,,shed,,,,Yamaha,,,Clubhouse,,,,,,,,,,,,,,,,commer,,,,,,cape,,,UBCI,,,,,,,,,bathroom_furnishing,microfútbol,,,,,,,,,,
,,,,distribution centre,,,,Chevrolet,,,barrack,,,,,,,,,,,,,,,,b,,,,,,old_coastline,,,Parque Nacional del Teide,,,,,,,,,coffee,handball;volleyball;football,,,,,,,,,,
,,,,parking,,,,Brio,,,public,,,,,,,,,,,,,,,,warehouse,,,,,,hills,,,Hospital Universitario Nuestra Señora de Candelaria,,,,,,,,,beverages,Microfútbol,,,,,,,,,,
,,,,social_facility,,,,Bosch,,,restaurant,,,,,,,,,,,,,,,,greenhouse,,,,,,coastline;bare_rock,,,CAK,,,,,,,,,pasta,paintball,,,,,,,,,,
,,,,social_centre,,,,GNC,,,terminal,,,,,,,,,,,,,,,,pasture,,,,,,,,,CFU,,,,,,,,,tea,futsal,,,,,,,,,,
,,,,market,,,,Porsche,,,buliding,,,,,,,,,,,,,,,,pier,,,,,,,,,EdM,,,,,,,,,music,teniis,,,,,,,,,,
,,,,parliament,,,,Banco do Brasil,,,Viviendas,,,,,,,,,,,,,,,,surface_mining,,,,,,,,,وزارة العدل,,,,,,,,,locksmith,Futebol,,,,,,,,,,
,,,,restaurant,,,,Taurus,,,Motel,,,,,,,,,,,,,,,,common,,,,,,,,,Facultad de Medicina,,,,,,,,,windows,fútbol,,,,,,,,,,
,,,,dive_centre,,,,Petrobrás,,,retail,,,,,,,,,,,,,,,,cemetery,,,,,,,,,Ben Kheira,,,,,,,,,pawnbroker,bullfighting,,,,,,,,,,
,,,,cafe,,,,Firestone,,,marketplace,,,,,,,,,,,,,,,,Parcel,,,,,,,,,Privé,,,,,,,,,ice_cream,tennis;soccer,,,,,,,,,,
,,,,retail,,,,Coca-Cola,,,RESIDENTIAL,,,,,,,,,,,,,,,,Equipement,,,,,,,,,Decathlon,,,,,,,,,carpet,water_ski,,,,,,,,,,
,,,,marketplace,,,,PETROECUADOR,,,farm,,,,,,,,,,,,,,,,health,,,,,,,,,Algoa Bus,,,,,,,,,swimming_pool,Microfutbol,,,,,,,,,,
,,,,bare ground,,,,La Anonima,,,government,,,,,,,,,,,,,,,,grassland,,,,,,,,,Ministère de l'Education nationale,,,,,,,,,estate_agent,exercise,,,,,,,,,,
,,,,veterinary,,,,Petrobras,,,bing,,,,,,,,,,,,,,,,homestead,,,,,,,,,Owner,,,,,,,,,gas,tejo,,,,,,,,,,
,,,,fast_food,,,,Skol,,,bridge,,,,,,,,,,,,,,,,garages,,,,,,,,,Central Voyage,,,,,,,,,candles,bmx,,,,,,,,,,
,,,,first_aid,,,,Esso,,,none,,,,,,,,,,,,,,,,scrub,,,,,,,,,Far and Wide,,,,,,,,,baby_goods,Rugby_union,,,,,,,,,,
,,,,money_transfer,,,,John Deere,,,hall,,,,,,,,,,,,,,,,resd,,,,,,,,,Golden Tulip Hotels,,,,,,,,,Maquinas_de_coser,gaelic_football,,,,,,,,,,
,,,,Presses,,,,Citröen,,,maybe,,,,,,,,,,,,,,,,islet,,,,,,,,,privé,,,,,,,,,massage,billiards,,,,,,,,,,
,,,,bus_station,,,,Chery,,,monastery,,,,,,,,,,,,,,,,religious,,,,,,,,,Texaco,,,,,,,,,bag,society_soccer,,,,,,,,,,
,,,,bbq,,,,Correo Argentino,,,community_centre,,,,,,,,,,,,,,,,livestock,,,,,,,,,Novotel,,,,,,,,,tickets,microfutbol,,,,,,,,,,
,,,,community_centre,,,,KIA,,,castle,,,,,,,,,,,,,,,,container_terminal,,,,,,,,,dpea,,,,,,,,,building_materials,roller_skating,,,,,,,,,,
,,,,monastery,,,,Refinor,,,1,,,,,,,,,,,,,,,,school,,,,,,,,,CAAZ,,,,,,,,,eletronics,micro-fútbol,,,,,,,,,,
,,,,boutique,,,,Caixa,,,?,,,,,,,,,,,,,,,,unknown,,,,,,,,,Birds of Paradise,,,,,,,,,dairy,rodeo,,,,,,,,,,
