access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,college,,,,Alê,,,unfinished,,,,,,,,,,,,,,,,airport,,,,,,,,,Family life,,,,,,,,,fireworks,micro,,,,,,,,,,
,,,,grenier,,,,ANCAP,,,Edificio,,,,,,,,,,,,,,,,market,,,,,,,,,La Poste de Côte d'Ivoire,,,,,,,,,firewood,Fútbol,,,,,,,,,,
,,,,theatre,,,,Ale,,,Rental,,,,,,,,,,,,,,,,orchard,,,,,,,,,EGSA-ORAN,,,,,,,,,herbalist,basketball;soccer,,,,,,,,,,
,,,,sport,,,,ESSO,,,Maison,,,,,,,,,,,,,,,,public,,,,,,,,,LUANAR,,,,,,,,,houseware,FUTBOL,,,,,,,,,,
,,,,"restaurant,bar",,,,Vale,,,club,,,,,,,,,,,,,,,,ch,,,,,,,,,FPVM,,,,,,,,,medical_supply,Futbol,,,,,,,,,,
,,,,ranger_station,,,,Itaú,,,abandoned,,,,,,,,,,,,,,,,retail,,,,,,,,,Nissan,,,,,,,,,video_games,peteca,,,,,,,,,,
,,,,conference_centre,,,,Suzuki,,,weapon_armory,,,,,,,,,,,,,,,,harbour,,,,,,,,,Algérie Télécom,,,,,,,,,glaziery,padel,,,,,,,,,,
,,,,bare field,,,,Kia,,,Administratif,,,,,,,,,,,,,,,,marketplace,,,,,,,,,APC,,,,,,,,,Bing,basketball;volleyball;futsal,,,,,,,,,,
,,,,boat_storage,,,,Charrua,,,railway_station,,,,,,,,,,,,,,,,farm,,,,,,,,,Algerie poste,,,,,,,,,construction,pelota,,,,,,,,,,
,,,,bar;restaurant,,,,Race Trac,,,USAID Residence,,,,,,,,,,,,,,,,parcel,,,,,,,,,Tanesco,,,,,,,,,crafts,pilates,,,,,,,,,,
,,,,planetarium,,,,FIAT,,,batiment,,,,,,,,,,,,,,,,dump,,,,,,,,,Alcampo,,,,,,,,,freight,jockey,,,,,,,,,,
,,,,Unterstand,,,,Megapetro,,,source,,,,,,,,,,,,,,,,basin,,,,,,,,,EKAR,,,,,,,,,tattoo,Tejo,,,,,,,,,,
,,,,crematorium,,,,Walmart,,,Office,,,,,,,,,,,,,,,,government,,,,,,,,,Coffee Shack,,,,,,,,,fire_extinguisher,boxing,,,,,,,,,,
,,,,community_center,,,,YPF,,,school;yes,,,,,,,,,,,,,,,,isle,,,,,,,,,Clube de Golf Santo da Serra,,,,,,,,,cheese,Bochas,,,,,,,,,,
,,,,border_control,,,,Terpel,,,cathedral,,,,,,,,,,,,,,,,preservation,,,,,,,,,KENYA SCOUTS ASSOCIATION,,,,,,,,,stationery;copyshop,Multi,,,,,,,,,,
,,,,idp_camp,,,,Mercedes Benz,,,hangar,,,,,,,,,,,,,,,,faml,,,,,,,,,La Poste,,,,,,,,,FIXME,baby_football,,,,,,,,,,
,,,,ice_cream,,,,IPIRANGA,,,roof,,,,,,,,,,,,,,,,stadium,,,,,,,,,South African National Parks,,,,,,,,,second_hand,crickets,,,,,,,,,,
,,,,paddy dryer,,,,PRIMAX,,,residential house,,,,,,,,,,,,,,,,university,,,,,,,,,University,,,,,,,,,frame,Campo de Futebol,,,,,,,,,,
,,,,universidad,,,,,,,constructions,,,,,,,,,,,,,,,,traffic_island,,,,,,,,,Sarovar Hotels India,,,,,,,,,chocolate,safety_training,,,,,,,,,,
,,,,stadium,,,,,,,roof= permanent,,,,,,,,,,,,,,,,public_building,,,,,,,,,Total Côte d'Ivoire SA,,,,,,,,,curtain,futbol,,,,,,,,,,
,,,,slaughterhouse,,,,,,,panel_house,,,,,,,,,,,,,,,,desert,,,,,,,,,Somair,,,,,,,,,spices,martial_arts,,,,,,,,,,
,,,,locker_room,,,,,,,Maison résidentiel,,,,,,,,,,,,,,,,greenland,,,,,,,,,Pat Busch Private Nature Reserve,,,,,,,,,money_lender,poli,,,,,,,,,,
,,,,gambling,,,,,,,Government_Building,,,,,,,,,,,,,,,,arml,,,,,,,,,McDonald's,,,,,,,,,insurance,association_football,,,,,,,,,,
,,,,convention_centre,,,,,,,residental,,,,,,,,,,,,,,,,proposed,,,,,,,,,STEG,,,,,,,,,,Rugby,,,,,,,,,,
,,,,exhibition_center,,,,,,,tata,,,,,,,,,,,,,,,,rmy,,,,,,,,,KZN Department of Health,,,,,,,,,,paddle,,,,,,,,,,
,,,,garage,,,,,,,hotel,,,,,,,,,,,,,,,,shrimpfarm,,,,,,,,,Soufyane,,,,,,,,,,atletismo,,,,,,,,,,
,,,,auditorium,,,,,,,shelter,,,,,,,,,,,,,,,,gated_community,,,,,,,,,Ministry of Health,,,,,,,,,,soccer;basketball,,,,,,,,,,
,,,,animal_breeding,,,,,,,unclassified,,,,,,,,,,,,,,,,fa,,,,,,,,,Tunisian Civil Aviation & Airports Authority,,,,,,,,,,,,,,,,,,,,
,,,,stripclub,,,,,,,*,,,,,,,,,,,,,,,,land,,,,,,,,,Western Cape Education Department,,,,,,,,,,,,,,,,,,,,
,,,,cargo,,,,,,,Pavilion Bassin,,,,,,,,,,,,,,,,farky,,,,,,,,,Botswana Power,,,,,,,,,,,,,,,,,,,,
,,,,festival_ground,,,,,,,clinic,,,,,,,,,,,,,,,,wellsite,,,,,,,,,ONCF,,,,,,,,,,,,,,,,,,,,
,,,,security_booth,,,,,,,garage,,,,,,,,,,,,,,,,aeroway,,,,,,,,,Government of Lesotho,,,,,,,,,,,,,,,,,,,,
,,,,love_hotel,,,,,,,ye,,,,,,,,,,,,,,,,famy,,,,,,,,,Aena,,,,,,,,,,,,,,,,,,,,
,,,,idp_site,,,,,,,dam,,,,,,,,,,,,,,,,green,,,,,,,,,Compagnie ivoirienne d'électricité (CIE),,,,,,,,,,,,,,,,,,,,
,,,,bicycle_rental,,,,,,,tent,,,,,,,,,,,,,,,,ersid,,,,,,,,,Mercadona,,,,,,,,,,,,,,,,,,,,
,,,,dojo,,,,,,,greeenhouse,,,,,,,,,,,,,,,,civic,,,,,,,,,Sand & Sea Resorts,,,,,,,,,,,,,,,,,,,,
,,,,social_center,,,,,,,transportation,,,,,,,,,,,,,,,,raiway,,,,,,,,,SAA,,,,,,,,,,,,,,,,,,,,
,,,,mall,,,,,,,oui,,,,,,,,,,,,,,,,em,,,,,,,,,Mbamba Beach Lodge,,,,,,,,,,,,,,,,,,,,
,,,,observatory,,,,,,,yr,,,,,,,,,,,,,,,,Quadra da escola de samba,,,,,,,,,ONAS,,,,,,,,,,,,,,,,,,,,
,,,,bicycle_repair_station,,,,,,,factory,,,,,,,,,,,,,,,,empty_lot,,,,,,,,,CAMPOST,,,,,,,,,,,,,,,,,,,,
,,,,residential,,,,,,,administration,,,,,,,,,,,,,,,,shipyard,,,,,,,,,Domaine Shadrapa,,,,,,,,,,,,,,,,,,,,
,,,,sport_center,,,,,,,retirement_home,,,,,,,,,,,,,,,,famry,,,,,,,,,Kobil,,,,,,,,,,,,,,,,,,,,
,,,,food,,,,,,,industrial,,,,,,,,,,,,,,,,condominium,,,,,,,,,Accor Hotels,,,,,,,,,,,,,,,,,,,,
,,,,training,,,,,,,"Kitchen, Shower and Flash Toilet",,,,,,,,,,,,,,,,raceway,,,,,,,,,Shell Tunisie,,,,,,,,,,,,,,,,,,,,
,,,,greenhouse,,,,,,,sports_centre,,,,,,,,,,,,,,,, farmy,,,,,,,,,Cabildo de Fuerteventura,,,,,,,,,,,,,,,,,,,,
,,,,language_school,,,,,,,classroom,,,,,,,,,,,,,,,,runway,,,,,,,,,Mauro Ernesto,,,,,,,,,,,,,,,,,,,,
,,,,hardware,,,,,,,shops,,,,,,,,,,,,,,,,lake,,,,,,,,,Gautrain,,,,,,,,,,,,,,,,,,,,
,,,,common,,,,,,,cooling_tower,,,,,,,,,,,,,,,,educational,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,
,,,,picnic_site,,,,,,,shadenetting,,,,,,,,,,,,,,,,residencial,,,,,,,,,Ayuntamiento de Santa Cruz de Tenerife,,,,,,,,,,,,,,,,,,,,
,,,,fitness_center,,,,,,,clubhouse,,,,,,,,,,,,,,,,my,,,,,,,,,Nampol,,,,,,,,,,,,,,,,,,,,
,,,,public_bookcase,,,,,,,basilica,,,,,,,,,,,,,,,,Estación Metrocable,,,,,,,,,Club Med,,,,,,,,,,,,,,,,,,,,
,,,,pharmacia,,,,,,,genric,,,,,,,,,,,,,,,,farmy+,,,,,,,,,SANParks,,,,,,,,,,,,,,,,,,,,
,,,,animal_boarding,,,,,,,manufacture,,,,,,,,,,,,,,,,prison,,,,,,,,,Université Larbi Ben M'Hid,,,,,,,,,,,,,,,,,,,,
,,,,vivarium,,,,,,,shop,,,,,,,,,,,,,,,,forst,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,
,,,,public,,,,,,,YES,,,,,,,,,,,,,,,,ramy,,,,,,,,,Instituto de Astrofísica de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,brothel,,,,,,,police,,,,,,,,,,,,,,,,events,,,,,,,,,INOV,,,,,,,,,,,,,,,,,,,,
,,,,social_club,,,,,,,mall,,,,,,,,,,,,,,,,gra,,,,,,,,,Nkhokwe,,,,,,,,,,,,,,,,,,,,
,,,,government,,,,,,,houses,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,
,,,,harbourmaster,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,
,,,,public_bath,,,,,,,ticket_booth,,,,,,,,,,,,,,,,,,,,,,,,,Puma,,,,,,,,,,,,,,,,,,,,
,,,,association,,,,,,,senior six block,,,,,,,,,,,,,,,,,,,,,,,,,Naftal,,,,,,,,,,,,,,,,,,,,
,,,,prision,,,,,,,yess,,,,,,,,,,,,,,,,,,,,,,,,,Banky Foiden''i Madagasikara,,,,,,,,,,,,,,,,,,,,
,,,,bakery,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,,,,CEIP Ofra-Santa Clara,,,,,,,,,,,,,,,,,,,,
,,,,Quadra da escola de samba,,,,,,,ruin,,,,,,,,,,,,,,,,,,,,,,,,,EDC,,,,,,,,,,,,,,,,,,,,
,,,,club,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,Anglican Church of Lesotho,,,,,,,,,,,,,,,,,,,,
,,,,açude,,,,,,,Latrine,,,,,,,,,,,,,,,,,,,,,,,,,Endesa,,,,,,,,,,,,,,,,,,,,
,,,,youth_centre,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,EMMASA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,latrines,,,,,,,,,,,,,,,,,,,,,,,,,ONDA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Gatehouse,,,,,,,,,,,,,,,,,,,,,,,,,BOA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,NamPower,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,ADE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,hut,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Ben Allel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,Carrefour,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,RIU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Police,,,,,,,,,,,,,,,,,,,,,,,,,Cominak,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Pavilion Piscine,,,,,,,,,,,,,,,,,,,,,,,,,PTT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"yes,_school",,,,,,,,,,,,,,,,,,,,,,,,,Sasol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,greenhous,,,,,,,,,,,,,,,,,,,,,,,,,Koidu Limited,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Hawker,,,,,,,,,,,,,,,,,,,,,,,,,Instituto Español de Oceanografía,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Pit latrine,,,,,,,,,,,,,,,,,,,,,,,,,Prosuma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,en construction,,,,,,,,,,,,,,,,,,,,,,,,,Namibia Airports Company,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,farm_auxiliary,,,,,,,,,,,,,,,,,,,,,,,,,Cairo University,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,brewery,,,,,,,,,,,,,,,,,,,,,,,,,World Food Program,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,htu,,,,,,,,,,,,,,,,,,,,,,,,,Comair,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,prison,,,,,,,,,,,,,,,,,,,,,,,,,Gobierno de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mokhukhu,,,,,,,,,,,,,,,,,,,,,,,,,SONEDE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,gym,,,,,,,,,,,,,,,,,,,,,,,,,Lake View Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DRIERS,,,,,,,,,,,,,,,,,,,,,,,,,Gridco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roop permanent,,,,,,,,,,,,,,,,,,,,,,,,,Berea Urban Council,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,garages,,,,,,,,,,,,,,,,,,,,,,,,,Hotel KonTiki Hoima,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,Pétro Ivoire SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tribune,,,,,,,,,,,,,,,,,,,,,,,,,Barclays,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,no_roof,,,,,,,,,,,,,,,,,,,,,,,,,Transfrontier Parks Destinations,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Classroom_Block,,,,,,,,,,,,,,,,,,,,,,,,,CVTelecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Mountains of the Moon University,,,,,,,,,,,,,,,,,,,,,,,,,Shell,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes;,,,,,,,,,,,,,,,,,,,,,,,,,Palm Beach Hotels Tunisia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mosq,,,,,,,,,,,,,,,,,,,,,,,,,Académie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ship,,,,,,,,,,,,,,,,,,,,,,,,,SONELGAZ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,telephone_exchange,,,,,,,,,,,,,,,,,,,,,,,,,وزارة الصحة,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,,,,Société des Postes du Togo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,TEXACO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,Société Tunisienne de Banque (STB),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kitchen,,,,,,,,,,,,,,,,,,,,,,,,,Bouba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,Amhara National Regional State,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,train_station,,,,,,,,,,,,,,,,,,,,,,,,,CROUS de La Réunion,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ruin,,,,,,,,,,,,,,,,,,,,,,,,,Senelec,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes;house,,,,,,,,,,,,,,,,,,,,,,,,,ESCOM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,Accor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,quaters,,,,,,,,,,,,,,,,,,,,,,,,,Dainfern College,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,بريد الجزائر,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Ministère de l'éducation nationale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,residential area,,,,,,,,,,,,,,,,,,,,,,,,,Luwero Diocese (Anglican),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,rig,,,,,,,,,,,,,,,,,,,,,,,,,SOTRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,convent,,,,,,,,,,,,,,,,,,,,,,,,,Peugeot,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bleachers,,,,,,,,,,,,,,,,,,,,,,,,,emmasa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,warehouse/Store,,,,,,,,,,,,,,,,,,,,,,,,,Seguridad Social,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yy,,,,,,,,,,,,,,,,,,,,,,,,,Brisamotor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,shell,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,generic,,,,,,,,,,,,,,,,,,,,,,,,,UNHCR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,Université Abdou Moumouni,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,utility,,,,,,,,,,,,,,,,,,,,,,,,,DJS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Appartements,,,,,,,,,,,,,,,,,,,,,,,,,Correos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,amenity,,,,,,,,,,,,,,,,,,,,,,,,,SONABEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,cabin,,,,,,,,,,,,,,,,,,,,,,,,,La poste tunisienne,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Petrol station,,,,,,,,,,,,,,,,,,,,,,,,,Dioecesis Atakpamensis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,Police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Tented Suite,,,,,,,,,,,,,,,,,,,,,,,,,City of Cape Town,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,sport,,,,,,,,,,,,,,,,,,,,,,,,,Ministère de l'intérieur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,MTN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,latrine,,,,,,,,,,,,,,,,,,,,,,,,,La Protection Civile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,Namibian Civil Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roof=permanent ,,,,,,,,,,,,,,,,,,,,,,,,,KFC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tank,,,,,,,,,,,,,,,,,,,,,,,,,Puertos del Estado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Maison d'habitation,,,,,,,,,,,,,,,,,,,,,,,,,Gem_Diamonds;Lesotho_Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu Natal Education Department,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Classroom,,,,,,,,,,,,,,,,,,,,,,,,,Fiangonan'i Jesoa Kristy eto Madagasikara (FJKM),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,Lycée Communale de Gatumba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,dorms,,,,,,,,,,,,,,,,,,,,,,,,,OiLibya Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,,,,,,,,Sofitel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,school_building,,,,,,,,,,,,,,,,,,,,,,,,,Corlay Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,house:roof=permanent,,,,,,,,,,,,,,,,,,,,,,,,,Mobil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roof=missing?,,,,,,,,,,,,,,,,,,,,,,,,,CEVITAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parish_church,,,,,,,,,,,,,,,,,,,,,,,,,Iberostar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pyramide,,,,,,,,,,,,,,,,,,,,,,,,,Roman Catholic Church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,,Kenya Tea Development Agency Holdings Ltd,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,post_office,,,,,,,,,,,,,,,,,,,,,,,,,Waterval and Laaatson in Porterville,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,collapsed,,,,,,,,,,,,,,,,,,,,,,,,,Ministère de la culture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Nazionale di Astrofisica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tools,,,,,,,,,,,,,,,,,,,,,,,,,Sonelgaz,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,Mairie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roof=missing,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kraal,,,,,,,,,,,,,,,,,,,,,,,,,Blue Sea Hotels & Resorts,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,dormitory,,,,,,,,,,,,,,,,,,,,,,,,,Petrom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,guest house,,,,,,,,,,,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generic residential,,,,,,,,,,,,,,,,,,,,,,,,,Protea Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes#,,,,,,,,,,,,,,,,,,,,,,,,,Jovenna,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bohio,,,,,,,,,,,,,,,,,,,,,,,,,Colegio Luther King,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Colegio,,,,,,,,,,,,,,,,,,,,,,,,,Algérie Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fire_station,,,,,,,,,,,,,,,,,,,,,,,,,JKUAT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Escuela,,,,,,,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"residential, comercial",,,,,,,,,,,,,,,,,,,,,,,,,Elf,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Biblioteca,,,,,,,,,,,,,,,,,,,,,,,,,MedenineTech,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,education,,,,,,,,,,,,,,,,,,,,,,,,,Agil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,oficinas,,,,,,,,,,,,,,,,,,,,,,,,,Lidl,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,generic building,,,,,,,,,,,,,,,,,,,,,,,,,Misr Petroleum,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Centro_Tecnológico,,,,,,,,,,,,,,,,,,,,,,,,,FLM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,edificios rurales,,,,,,,,,,,,,,,,,,,,,,,,,Mobilis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,boathouse,,,,,,,,,,,,,,,,,,,,,,,,,CapeNature,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,Evangelical Lutheran Church of Tanzania Northwestern Diocese,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,other_structure,,,,,,,,,,,,,,,,,,,,,,,,,EGSA ORAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,casas,,,,,,,,,,,,,,,,,,,,,,,,,Sonangol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,COTCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,privée,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Educativo,,,,,,,,,,,,,,,,,,,,,,,,,Air Mali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,graderias,,,,,,,,,,,,,,,,,,,,,,,,,Michelin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Oficinas,,,,,,,,,,,,,,,,,,,,,,,,,KDL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,historical,,,,,,,,,,,,,,,,,,,,,,,,,Société de distribution d'eau de la Côte d'Ivoire (SODECI),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,structure,,,,,,,,,,,,,,,,,,,,,,,,,Magic Life Africana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bech Class Resort,,,,,,,,,,,,,,,,,,,,,,,,,Tunisie Autoroutes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,residencial,,,,,,,,,,,,,,,,,,,,,,,,,La Poste Tunisienne,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Family House,,,,,,,,,,,,,,,,,,,,,,,,,Agencia Estatal de Meteorología,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Huellas,,,,,,,,,,,,,,,,,,,,,,,,,Eskom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pre-inca,,,,,,,,,,,,,,,,,,,,,,,,,Mining Minerals Resources SPRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Casa Parte Baja 3,,,,,,,,,,,,,,,,,,,,,,,,,Parque Rural de Teno,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Laboratório,,,,,,,,,,,,,,,,,,,,,,,,,Attijari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,glasshouse,,,,,,,,,,,,,,,,,,,,,,,,,Caltex,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,y+,,,,,,,,,,,,,,,,,,,,,,,,,SNE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,BADR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,commerce,,,,,,,,,,,,,,,,,,,,,,,,,Hilton Worldwide,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bank,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo Insular de Tenerife,,,,,,,,,,,,,,,,,,,,
