access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,bicycle_rental,,bus_trap,,Goil,,,classroom,,,,,,spiritist,,2001.1199999999999,,,,,give_way,,,,,,hot_spring,,flare,,,sand,quango,,FNB,,,,,,,,,,sports,baseball,,,,,,,,,
,,,,nursing_home,,kerb,,PDV,,,manufacture,,,,,,,,310,,,,,service,,,,,,horse_riding,,monitoring_station,,,tree,financial,,Total,,,,,,,,,,trade,skateboard,,,,,,,,,
,,,,shower,,guard_rail,,Petrolrios,,,college,,,,,,,,370,,,,,path,,,,,,fitness_station,,ford,,,peaks,insurance,,Puma,,,,,,,,,,hifi,fitness,,,,,,,,,
,,,,parking_space,,turnstile,,Honda,,,entrance,,,,,,,,430,,,,,turning_circle,,,,,,social_club,,communications_tower,,,hills,lawyer,,household,,,,,,,,,,beautician,surfing,,,,,,,,,
,,,,driving_school,,,,Fiat,,,commercial,,,,,,,,1710,,,,,traffic_signals,,,,,,beach_resort,,flagpole,,,plateau,notary,,Barclays,,,,,,,,,,glaziery,exercise,,,,,,,,,
,,,,studio,,,,Volkswagen,,,residential,,,,,,,,3060,,,,,road,,,,,,,,beacon,,,no,union,,DISA,,,,,,,,,,car_parts,cycling,,,,,,,,,
,,,,construction,,,,Hyundai,,,construction,,,,,,,,980,,,,,passing_place,,,,,,,,gasometer,,,dune,,,Shell,,,,,,,,,,beverages,shooting,,,,,,,,,
,,,,post_box,,,,Oil,,,hut,,,,,,,,1500,,,,,rest_area,,,,,,,,works,,,hill,,,ESCOM,,,,,,,,,,hairdresser,,,,,,,,,,
,,,,bureau_de_change,,,,GNC,,,house,,,,,,,,1890,,,,,footway,,,,,,,,cattle_chute,,,waterhole,,,Barid Al Maghrib,,,,,,,,,,fabric,,,,,,,,,,
,,,,vending_machine,,,,Banco do Brasil,,,warehouse,,,,,,,,340,,,,,noexit,,,,,,,,surveillance,,,reef,,,Orange,,,,,,,,,,no,,,,,,,,,,
,,,,wall_magazine,,,,PyS,,,greenhouse,,,,,,,,22,,,,,crossing;traffic_signals,,,,,,,,silo,,,scrub,,,CARE/HCR,,,,,,,,,,interior_decoration,,,,,,,,,,
,,,,no,,,,Refinor,,,church,,,,,,,,300,,,,,tertiary,,,,,,,,windpump,,,volcano,,,Jovenna,,,,,,,,,,winery,,,,,,,,,,
,,,,motorcycle_parking,,,,E/S,,,storage_tank,,,,,,,,2610,,,,,turning_loop,,,,,,,,vinery,,,crater,,,Caltex,,,,,,,,,,wholesale,,,,,,,,,,
,,,,school,,,,ANCAP,,,cathedral,,,,,,,,2000.6400000000001,,,,,platform,,,,,,,,windmill,,,cliff,,,NAFTAL,,,,,,,,,,video,,,,,,,,,,
,,,,restaurant,,,,Ale,,,detached,,,,,,,,1999.6800000000001,,,,,incline,,,,,,,,oil_tank,,,spring,,,ONEA,,,,,,,,,,frame,,,,,,,,,,
,,,,dive_centre,,,,ESSO,,,temple,,,,,,,,2700,,,,,elevator,,,,,,,,oil_well,,,oasis,,,La Gastro Pizza,,,,,,,,,,second_hand,,,,,,,,,,
,,,,brothel,,,,Petroecuador,,,civic,,,,,,,,810,,,,,trunk_junction,,,,,,,,wastewater_plant,,,glacier,,,Standard Bank,,,,,,,,,,books,,,,,,,,,,
,,,,marketplace,,,,Macro,,,elevator,,,,,,,,350,,,,,,,,,,,,,mineshaft,,,rapids,,,Oilibya,,,,,,,,,,motorcycle,,,,,,,,,,
,,,,veterinary,,,,YPF,,,homestead,,,,,,,,1984.3,,,,,,,,,,,,,water_tank,,,tree_row,,,SANRAL,,,,,,,,,,wine,,,,,,,,,,
,,,,fast_food,,,,Terpel,,,cabin,,,,,,,,20,,,,,,,,,,,,,chimney,,,bare_rock,,,Cepsa,,,,,,,,,,kitchen,,,,,,,,,,
,,,,money_transfer,,,,Pirelli,,,kindergarten,,,,,,,,1460,,,,,,,,,,,,,catlle_chute,,,headland,,,Bakwena,,,,,,,,,,grossery,,,,,,,,,,
,,,,bus_station,,,,Ford,,,terrace,,,,,,,,190,,,,,,,,,,,,,water_tower,,,,,,private,,,,,,,,,,dive_centre,,,,,,,,,,
,,,,community_centre,,,,Santander,,,barn,,,,,,,,820,,,,,,,,,,,,,lamp,,,,,,Banco Popular,,,,,,,,,,travel_agency,,,,,,,,,,
,,,,monastery,,,,Bandera Blanca,,,,,,,,,,,1600,,,,,,,,,,,,,mast,,,,,,Airtel,,,,,,,,,,confectionery,,,,,,,,,,
,,,,theatre,,,,Bradesco,,,,,,,,,,,1550,,,,,,,,,,,,,power,,,,,,SENELEC,,,,,,,,,,art,,,,,,,,,,
,,,,parking_entrance,,,,Sol,,,,,,,,,,,1900,,,,,,,,,,,,,petroleum_well,,,,,,Bank of Africa,,,,,,,,,,farm,,,,,,,,,,
,,,,"restaurant,bar",,,,Aspro,,,,,,,,,,,2860,,,,,,,,,,,,,colector_de_lluvia,,,,,,BBVA,,,,,,,,,,computer,,,,,,,,,,
,,,,conference_centre,,,,Renault,,,,,,,,,,,1840,,,,,,,,,,,,,cross,,,,,,Telkom,,,,,,,,,,general,,,,,,,,,,
,,,,childcare,,,,Guyoil,,,,,,,,,,,760,,,,,,,,,,,,,tank,,,,,,Pour flash offset,,,,,,,,,,supermarket,,,,,,,,,,
,,,,nightclub,,,,Unipet,,,,,,,,,,,1660,,,,,,,,,,,,,street_cabinet,,,,,,ETC,,,,,,,,,,tyres,,,,,,,,,,
,,,,clock,,,,Ipiranga,,,,,,,,,,,1,,,,,,,,,,,,,antenna_pad,,,,,,TITSA,,,,,,,,,,vacant,,,,,,,,,,
,,,,waste_basket,,,,Rhasa,,,,,,,,,,,1250,,,,,,,,,,,,,yes,,,,,,Public toilet,,,,,,,,,,greengrocer,,,,,,,,,,
,,,,swimming_pool,,,,Biomax,,,,,,,,,,,1300,,,,,,,,,,,,,manhole,,,,,,ZIZ,,,,,,,,,,bakery,,,,,,,,,,
,,,,company,,,,BR,,,,,,,,,,,1810,,,,,,,,,,,,,obelisk,,,,,,MCB,,,,,,,,,,boutique,,,,,,,,,,
,,,,doctors,,,,Banestes,,,,,,,,,,,120,,,,,,,,,,,,,winery,,,,,,Absa,,,,,,,,,,newsagent,,,,,,,,,,
,,,,food_court,,,,NP,,,,,,,,,,,600,,,,,,,,,,,,,pumping_rig,,,,,,Spar,,,,,,,,,,herbalist,,,,,,,,,,
,,,,shelter,,,,Peugeot,,,,,,,,,,,1350,,,,,,,,,,,,,offshore_platform,,,,,,Maki Company,,,,,,,,,,toys,,,,,,,,,,
,,,,waste_disposal,,,,HSBC,,,,,,,,,,,2000.1600000000001,,,,,,,,,,,,,floating_storage,,,,,,Maigoiya Primary School,,,,,,,,,,dry_cleaning,,,,,,,,,,
,,,,clinic,,,,Petrobrás,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,grocery,,,,,,,,,,
,,,,car_wash,,,,Cajero Helm,,,,,,,,,,,1850,,,,,,,,,,,,,,,,,,,Nampost,,,,,,,,,,copyshop,,,,,,,,,,
,,,,place_of_worship,,,,Masgas,,,,,,,,,,,1490,,,,,,,,,,,,,,,,,,,City Sightseeing,,,,,,,,,,department_store,,,,,,,,,,
,,,,fuel,,,,Petrobras,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Care,,,,,,,,,,doityourself,,,,,,,,,,
,,,,retirement_home,,,,Esso,,,,,,,,,,,1540,,,,,,,,,,,,,,,,,,,TANESCO,,,,,,,,,,tea,,,,,,,,,,
,,,,dentist,,,,Multimarca,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,Privée,,,,,,,,,,convenience,,,,,,,,,,
,,,,hunting_stand,,,,Autobanco,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,First National Bank,,,,,,,,,,furniture,,,,,,,,,,
,,,,ferry_terminal,,,,Mobil,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,EKAR,,,,,,,,,,electronics,,,,,,,,,,
,,,,pharmacy,,,,GOMERIA,,,,,,,,,,,2050,,,,,,,,,,,,,,,,,,,toilet,,,,,,,,,,pawnbroker,,,,,,,,,,
,,,,shop,,,,National Petroleum,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,South African National Parks,,,,,,,,,,photo,,,,,,,,,,
,,,,casino,,,,Eg3,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,STEG,,,,,,,,,,estate_agent,,,,,,,,,,
,,,,police,,,,Itaú,,,,,,,,,,,2070,,,,,,,,,,,,,,,,,,,CMH,,,,,,,,,,kiosk,,,,,,,,,,
,,,,bicycle_parking,,,,Charrua,,,,,,,,,,,1830,,,,,,,,,,,,,,,,,,,Sentech,,,,,,,,,,radiotechnics,,,,,,,,,,
,,,,wifi,,,,Petrocomercial,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,Naftal,,,,,,,,,,ticket,,,,,,,,,,
,,,,restaurant;cafe,,,,PagoFacil,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,Nedbank,,,,,,,,,,paint,,,,,,,,,,
,,,,townhall,,,,Primax,,,,,,,,,,,1780,,,,,,,,,,,,,,,,,,,TGM,,,,,,,,,,massage,,,,,,,,,,
,,,,cinema,,,,Caixa Econômica Federal,,,,,,,,,,,1920,,,,,,,,,,,,,,,,,,,BNI,,,,,,,,,,mobile_phone,,,,,,,,,,
,,,,grave_yard,,,,Texaco,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,Telma,,,,,,,,,,butcher,,,,,,,,,,
,,,,bar,,,,Copec,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,Gobierno de Canarias,,,,,,,,,,gift,,,,,,,,,,
,,,,tyre,,,,Chevrolet,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,Standard Chartered,,,,,,,,,,souvenir,,,,,,,,,,
,,,,internet,,,,,,,,,,,,,,,1610,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,outdoor,,,,,,,,,,
,,,,drinking_water,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,SOTRA,,,,,,,,,,craft,,,,,,,,,,
,,,,telephone,,,,,,,,,,,,,,,1740,,,,,,,,,,,,,,,,,,,Jackson Transit Authority,,,,,,,,,,tobacco,,,,,,,,,,
,,,,cemetery,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,,,shell,,,,,,,,,,beauty,,,,,,,,,,
,,,,prison,,,,,,,,,,,,,,,1770,,,,,,,,,,,,,,,,,,,Correos,,,,,,,,,,jewelry,,,,,,,,,,
,,,,arts_centre,,,,,,,,,,,,,,,1674.4892578,,,,,,,,,,,,,,,,,,,SONABEL,,,,,,,,,,mall,,,,,,,,,,
,,,,bench,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,MTN,,,,,,,,,,houseware,,,,,,,,,,
,,,,watering_place,,,,,,,,,,,,,,,2810,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,alcohol,,,,,,,,,,
,,,,gym,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,Petrom,,,,,,,,,,fishmonger,,,,,,,,,,
,,,,health_post,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,M-PESA,,,,,,,,,,shoes,,,,,,,,,,
,,,,fountain,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,Algérie Poste,,,,,,,,,,optician,,,,,,,,,,
,,,,library,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,Cajasiete,,,,,,,,,,seafood,,,,,,,,,,
,,,,kindergarten,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,Horários do Funchal,,,,,,,,,,scuba_diving,,,,,,,,,,
,,,,polling_station,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,Intercity Bus Lanzarote,,,,,,,,,,coffee,,,,,,,,,,
,,,,parking,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,Repsol,,,,,,,,,,internet,,,,,,,,,,
,,,,social_facility,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,Vivo Energy Côte d'Ivoire,,,,,,,,,,chemist,,,,,,,,,,
,,,,mobile_money_agent,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,SKA South Africa Project,,,,,,,,,,hardware,,,,,,,,,,
,,,,cafe,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,tattoo,,,,,,,,,,
,,,,emergency_phone,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,FCE,,,,,,,,,,vacuum_cleaner,,,,,,,,,,
,,,,bbq,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,Puplic  toilet,,,,,,,,,,ice_cream,,,,,,,,,,
,,,,preschool,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,ACRA,,,,,,,,,,bed,,,,,,,,,,
,,,,college,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,PTC,,,,,,,,,,cleaning,,,,,,,,,,
,,,,fire_hydrant,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,Afriquia,,,,,,,,,,medical_supply,,,,,,,,,,
,,,,patrimonio_cultural,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,GIE,,,,,,,,,,wood,,,,,,,,,,
,,,,auditorium,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,Banco Santander,,,,,,,,,,food,,,,,,,,,,
,,,,stripclub,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,Galana,,,,,,,,,,bathroom_furnishing,,,,,,,,,,
,,,,boat_rental,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,Metrorail,,,,,,,,,,printing,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,MUBS,,,,,,,,,,motorcycle_parts,,,,,,,,,,
,,,,love_hotel,,,,,,,,,,,,,,,1143,,,,,,,,,,,,,,,,,,,Texaco,,,,,,,,,,curtain,,,,,,,,,,
,,,,building,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,Homeopharma,,,,,,,,,,pasta,,,,,,,,,,
,,,,tec_common,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,La Poste,,,,,,,,,,haberdashery,,,,,,,,,,
,,,,residential,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,Avis,,,,,,,,,,erotic,,,,,,,,,,
,,,,club,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,KCB,,,,,,,,,,carpet,,,,,,,,,,
,,,,ranger_station,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,Household,,,,,,,,,,bag,,,,,,,,,,
,,,,register_office,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,SNTF,,,,,,,,,,building_materials,,,,,,,,,,
,,,,gambling,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,Department of Wildlife and National Parks,,,,,,,,,,motorcycle_repair,,,,,,,,,,
,,,,dive_center,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,ONAS,,,,,,,,,,fashion,,,,,,,,,,
,,,,dojo,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,Kobil,,,,,,,,,,fishing,,,,,,,,,,
,,,,music_venue,,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,,Global H20,,,,,,,,,,mattress,,,,,,,,,,
,,,,bus_stop,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,N3TC,,,,,,,,,,video_games,,,,,,,,,,
,,,,compressed_air,,,,,,,,,,,,,,,1360,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,antiques,,,,,,,,,,
,,,,payment_center,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,BOA,,,,,,,,,,cheese,,,,,,,,,,
,,,,social_centre,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,Sasol,,,,,,,,,,chocolate,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,Petromoc,,,,,,,,,,money_lender,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,Government,,,,,,,,,,insurance,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,Sonangol,,,,,,,,,,funeral_directors,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,Magic Life Africana,,,,,,,,,,gas,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,Tunisie Autoroutes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,La Poste Tunisienne,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,Pour flush direct pit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,Branca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,Banco de Crédito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,PMBG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,BikeRio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1310,,,,,,,,,,,,,,,,,,,Serpost S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,,,,,,,,,Banco Macro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,Serttel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,876,,,,,,,,,,,,,,,,,,,BikeSampa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,ENARSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1320,,,,,,,,,,,,,,,,,,,Bradesco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,Autopistas del Oeste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,868,,,,,,,,,,,,,,,,,,,Argentren S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,PMARN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,Interbank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,Municipalidad de Rosario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,banelco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,Banco de Bogota,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,Petrobras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,Vito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1210,,,,,,,,,,,,,,,,,,,Movistar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,Banco Pichincha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,Cencosud,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
