access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,pitch,"391,89",,,Petro Ivoire,,,Campus,,,,,AGS,,,,,,,,,,,pant_nursery,pool_bath,,clinic,,,cliff,tax,,Total Tunisie,,,,,,,,,retail,beachsoccer,acimentada,,,,,,,,,
,,,,garage,residential,,,Pétro Ivoire,,,connection,,,,,Masjed Al Rahman ,,,,,,,,,,,square,Business,,flare,,,spring,educational_institute,,Carmel School,,,,,,,,,Dobby,surf_life_saving,Pasto_sintentico,,,,,,,,,
,,,,orphanage,6661.88,,,Pétro-Ivoire,,,under_consruction,,,,,Ministries,,,,,,,,,,,informal settlement,park,,monitoring_station,,,tree nursery,software,,AXA Assurance,,,,,,,,,bed,water_sports,decoturf,,,,,,,,,
,,,,education,33674.157697168,,,Petrolex,,,temple,,,,,Mosquee,,,,,,,,,,,cliffs,gardens,,breakwater,,,park,Orion IT Cia. Ltda.,,BEA,,,,,,,,,sewing,motocross,gramado,,,,,,,,,
,,,,mini alimantation,865031.640464224,,,Petrom,,,offices,,,,,Muslim,,,,,,,,,,,farl,pitch,,beacon,,,riverbed,union,,Ross Healthcare,,,,,,,,,wordprocessing,equestrian,artificial grass,,,,,,,,,
,,,,scrapyard,294093.792353446,,,Petromin,,,store for fish,,,,,ethiopian_orthodox_tewahedo,,,,,,,,,,,vineyard,Clubhouse,,communications_tower,,,moor,travel_agent,,Société de Distribution d’Eau de Côte d’Ivoire (SODECI),,,,,,,,,shopping_centre,paddle_tennis,grama_e_areia,,,,,,,,,
,,,,baby_hatch,99643.914268462,,,Petromin Oils,,,ADL_House,,,,,mosquée,,,,,,,,,,,buildings,market,,flagpole,,,scree,radio,,Safara,,,,,,,,,ha malome,Petanque,coc,,,,,,,,,
,,,,car_wash,16241,,,Petron,,,Thamaga Pottery,,,,,jewish,,,,,,,,,,,conservation,zoo,,gasometer,,,pond,international_organization,,Marhaba Hotels,,,,,,,,,confectionery,sailing,red_sand,,,,,,,,,
,,,,grill_room,39827.907436641,,,Peugeot,,,Hospital,,,,,BornAgain,,,,,,,,,,,salt_pond,sailing,,works,,,caldera,Privado,,Residencia Universitaria Parque de las Islas,,,,,,,,,travel_agency,minigolf,concrete:plates,,,,,,,,,
,,,,animal_breeding,79276.572190084,,,Pièces d'occasions,,,bank,,,,,greek_catholic,,,,,,,,,,,frmy,ice_rink,,dam,,,trees,shipping,,Repsol,,,,,,,,,Moto,5-a-side,Césped_Sintético,,,,,,,,,
,,,,allotments,7529.102957829,,,Puma,,,multipurpose,,,,,ecole,,,,,,,,,,,Controle technique de véhicule,commons,,pump_station,,,old_coasttline_import,publicidad,,Kenya Police Service,,,,,,,,,centre,Javeling,Grava,,,,,,,,,
,,,,place_of_worship,"1556,92",,,renault,,,liquor_store,,,,,Masjed Al3ayoty,,,,,,,,,,,wasteland,recreation,,surveillance,,,s,register,,"Faculty of Engineering, Cairo University",,,,,,,,,art,soccer; basketball,relleno_de_material de deshecho / escombros,,,,,,,,,
,,,,weighbridge,"488,85",,,Renault,,,building:roof=permanent,,,,,Djaaka juboo,,,,,,,,,,,industrial,swimmming_pool,,cutline,,,mound,,,Cordillo,,,,,,,,,cash_and_carry,roller,pa,,,,,,,,,
,,,,fuel,"477,58",,,RENAULT,,,marabout,,,,,Islamique,,,,,,,,,,,deforested,comm,,silo,,,tree_lined,,,Owners,,,,,,,,,pyrotechnics,Karaté_-_Judo,grama_sintético,,,,,,,,,
,,,,courtyard,956.591552049,,,Renault;Dacia,,,Alufilini church,,,,,Orthodox_Coptic_Christian,,,,,,,,,,,graveyard,garden;marina,,cairn for a dead camel,,,tree_rows,,,وزارة الداخلية,,,,,,,,,marketplace,table_tennis,cesped,,,,,,,,,
,,,,state_house,3456.116867015,,,Repsol,,,case,,,,,sda,,,,,,,,,,,garbage,track,,settling_tank,,,clay,,,Perez Moreno,,,,,,,,,gift,"Swimming, waterpolo",rubber,,,,,,,,,
,,,,School,1949.431876725,,,Sasol,,,toilet,,,,,Islam_Sunnit,,,,,,,,,,,washingbay,tennis,,borrow_pit,,,oasis,,,Sadek,,,,,,,,,fashion,skating,grama,,,,,,,,,
,,,,square,32646.951717340,,,Schweppes;Orangina;Coca-Cola;Castel Beer;Beaufort Lager;Beaufort Light;Flag Spéciale;33 Export;Guinness;Tuborg;Heineken;Carlsberg;Sab miller;Unibra (skol);Diageo;Call michols (vimto);Inbev;Warsteiner,,,building,,,,,Mundaŋ,,,,,,,,,,,famy,piste,,surface mine,,,Thorny Bush Game Lodge,,,RADEEO,,,,,,,,,bookmaker,rugby; soccer,ceramic,,,,,,,,,
,,,,Teachers Training School,"9565,23",,,Sekabal Petrol Station,,,Construction,,,,,Centre hospitalier regional (CHR),,,,,,,,,,,wharf,undefined,,windpump,,,bare_rock,,,Privés,,,,,,,,,farm,rugby;tennis;swimming,soocer_,,,,,,,,,
,,,,minibus_taxi_rank,19193.121332937,,,SGBCI,,,<wa,,,,,Eglise Sainte Therese,,,,,,,,,,,landfill,club,,windmill,,,cliffs,,,Bank de Mozambique,,,,,,,,,shoe_repair,free_flying,Grama,,,,,,,,,
,,,,factory,3174.783553928,,,shell,,,accommodation,,,,,Anglican,,,,,,,,,,,dock,hot_spring,,wineyard,,,waterfall,,,جامعة الجزيرة,,,,,,,,,handicrafts,beachtennis,shingle,,,,,,,,,
,,,,animal_shelter,20943.482621198,,,Shell,,,ues,,,,,Mosquée_My_Meliana,,,,,,,,,,,Complexe Primaire Publique d' Adjaha,Ginásio,,oil_tank,,,land,,,Gambia Telecommuications Company Ltd.,,,,,,,,,Tororo Modern Dairy,handball; volleyball,Cesped,,,,,,,,,
,,,,feeding_place,Condomínio Aberto,,,SHELL2,,,swingerclub,,,,,adventist,,,,,,,,,,,heath,reserva_indigena,,water basin,,,managed forest,,,RIU Hotels & Resorts,,,,,,,,,car_service,tennis,Saibro,,,,,,,,,
,,,,retirement_home,10006.772591782,,,SKI,,,Mosque,,,,,sunni,,,,,,,,,,,beach,Praça Justo Chemont,,cross,,,sinkhole,,,EGSA,,,,,,,,,hearing_aids,baseball,society,,,,,,,,,
,,,,Police Barack,0.000000000,,,Socaepe,,,Case des Tout Petit de Tamba,,,,,none,,,,,,,,,,,,Microfútbol;Basketball,,Ponte,,,water_park,,,Shalimar Hotels,,,,,,,,,Fuel,wakeboarding,madera,,,,,,,,,
,,,,Coffee plantation,4015.644002812,,,SOMAP,,,office;commercial,,,,,Nakhelat,,,,,,,,,,,sand,hackerspace,,observatory,,,heat,,,Bosphore,,,,,,,,,souvenir,co,Concreto_(Paved),,,,,,,,,
,,,,inconnu,"461,35",,,sonangol,,,shower,,,,,FJKM,,,,,,,,,,,greenspace,townhall,,green_village,,,stambouli wood,,,Khomeesdrif,,,,,,,,,lottery,track,*,,,,,,,,,
,,,,dentist,"530,09",,,Sonangol,,,CON,,,,,sidi kada benmokhtar,,,,,,,,,,,Matharu slums,commercial,,settling_basin,,,flood,,,Cheerfulway,,,,,,,,,watch_repair,horse_racing,cobblestone; asphalt,,,,,,,,,
,,,,offices,"1526,23",,,Sopol,,,entreprise,,,,,"Catholique,_Méthodiste,_Harris",,,,,,,,,,,ersid,private_club,,to,,,Gason,,,Crêperie,,,,,,,,,outdoor,skateboard,Pasto,,,,,,,,,
,,,,shower;recemption_desk,"1517,52",,,Stanbic,,,shopping_complex,,,,,Vaishnavism,,,,,,,,,,,rch,Park,,pain,,,peak,,,Total Côte d'Ivoire,,,,,,,,,weapons,surfing,coral,,,,,,,,,
,,,,beach,"2401,33",,,Staroil,,,flats,,,,,soufisme,,,,,,,,,,,rseid,sports,,street_cabinet,,,lava,,,Ville de Miliana,,,,,,,,,bicycle,football;basketball;boules,parking,,,,,,,,,
,,,,bank,20746.851978087,,,Star Oil,,,non_residential,,,,,coptic_orthodox,,,,,,,,,,,taxiway,sports_field,,water_storage,,,cape,,,Ikea,,,,,,,,,computer,fitness,Dirt,,,,,,,,,
,,,,bare land,no,,,STATION BAHIA ORAN,,,commercial;residential,,,,,mennonite,,,,,,,,,,,esid,Quadra,,vulcanización,,,rift,,,Wyndham Hotel Group,,,,,,,,,supermarket,korfball,,,,,,,,,,
,,,,Mairie de Kédougou,9070.176765545,,,Station TOTAL,,,wharehouse,,,,,united_reformed,,,,,,,,,,,animal_keeping,sport_centre,,oilfield,,,sandbank,,,Rivo,,,,,,,,,tyres,basketball,,,,,,,,,,
,,,,shops,10410.198338208,,,Texaco,,,Hut,,,,,ethiopian_orthodox,,,,,,,,,,,Demonstration plot,nightclub,,warehouse,,,waterland,,,Vivo Energy Côte d'Ivoire,,,,,,,,,general,handball,,,,,,,,,,
,,,,ferry_terminal,2747.017773708,,,TEXACO,,,mbale dental clinic,,,,,Islamic,,,,,,,,,,,quay,pso,,ventilator,,,xetland,,,ArcelorMittal,,,,,,,,,Carparts,badminton,,,,,,,,,,
,,,,res,forest,,,Total,,,Eetsaal,,,,,NG_Kerk,,,,,,,,,,,army,stands,,pontoon,,,heath,,,Posta Kenya,,,,,,,,,craft,dog_racing,,,,,,,,,,
,,,,high school,30099.056154065,,,TOTAL,,,water,,,,,islam,,,,,,,,,,,pa,basketball,,oil_well,,,beach,,,senelec,,,,,,,,,vacant,"Rugby, Cricket",,,,,,,,,,
,,,,Toilets,72726.993221707,,,Touba Oil,,,s/n,,,,,Apostolic,,,,,,,,,,,greenfield,shooting_club,,stage,,,sand,,,Direction Générale des Impôts de Côte d’Ivoire,,,,,,,,,tobacco,football;lutte,,,,,,,,,,
,,,,animal_keeping,90104.664267567,,,toute marques,,,x,,,,,Christian,,,,,,,,,,,mining,bowling_alley,,campanile,,,old_coastline,,,Gendarmerie Nationale,,,,,,,,,greengrocer,pétanque,,,,,,,,,,
,,,,pharmacy,"526,01",,,toutes,,,commercial,,,,,CITE BEKAL,,,,,,,,,,,healthcare,lugar_para_hablar,,platform,,,open space,,,Aéroports du Mali,,,,,,,,,appliance,trampoline,,,,,,,,,,
,,,,area,"2848,88",,,Toyota,,,Commercial,,,,,Sunni,,,,,,,,,,,shelterbelt,sandbox,,obelisk,,,degraded land,,,Shop Rite,,,,,,,,,bakery,bowling,,,,,,,,,,
,,,,recycling,"593,95",,,Tradex,,,Assistance_sociale_(pouponnière),,,,,Seventh Day Adventist,,,,,,,,,,,farmyard,Internet,,sand,,,kopje,,,CARITAS,,,,,,,,,boutique,tennis;basketball,,,,,,,,,,
,,,,show_grounds,2888.195968874,,,UBCI,,,damaged,,,,,SAHRAOUI,,,,,,,,,,,depot,cycling,,Estudios_de_TV,,,bare_rock ,,,BD ZAID BNOU SOLTANE AL NIHYAN,,,,,,,,,newsagent,cycling,,,,,,,,,,
,,,,embassy,"38,45",,,Various,,,devanture,,,,,ISLAM,,,,,,,,,,,utility,bullring,,May Kay,,,haeth,,,FRAM,,,,,,,,,Electroménager,Running,,,,,,,,,,
,,,,schol,"1569,76",,,VIVA Fuel,,,hostel,,,,,Moravian,,,,,,,,,,,storage_depot,race,,reinforced_slope,,,crub,,,Groupe ESK,,,,,,,,,toys,canadian_football,,,,,,,,,,
,,,,building,"83,38",,,Volkswagen,,,Shed,,,,,Evangelical,,,,,,,,,,,BIO TECHNOLOGY TREE PROJECT,events,,marina,,,forest,,,Isgargaro Women's Group,,,,,,,,,dry_cleaning,"athletics, soccer",,,,,,,,,,
,,,,toilet,"47,18",,,Winxo,,,yes;industrial,,,,,muslim,,,,,,,,,,,field_cropland,show,,communication_works,,,wan,,,CFM,,,,,,,,,grocery,hand-ball,,,,,,,,,,
,,,,muslim,YES,,,ZIZ,,,terrasse,,,,,Ibadhite_(إباضي),,,,,,,,,,,watertank,indoor_play,,submarine_cable,,,dune,,,Bolloré,,,,,,,,,plumbing,netbal,,,,,,,,,,
,,,,waste_transfer_station,3.66997618937e-004,,,عجيل,,,transformer_tower,,,,,reform,,,,,,,,,,,landuse,skateboarding,,enbankment,,,calderat,,,BNP Paribas,,,,,,,,,tailor,"Cricket,_Hockey",,,,,,,,,,
,,,,shop,5673.846994338,,,PDV,,,cle,,,,,Protestant,,,,,,,,,,,rural_residential,centre Equestre,,harbor,,,Bird Hide,,,AXA ASSURANCE,,,,,,,,,copyshop,"soccer,_Basketball,_Handball,_Voleyball",,,,,,,,,,
,,,,morgue,"404,33",,,Gold,,,Air traffic contol tower,,,,,masjid_nor,,,,,,,,,,,agricultural land,grassland,,water_treatment,,,wet_meadow,,,hsbc,,,,,,,,,fishing,"football,_track_and_field",,,,,,,,,,
,,,,casino,2514.29 m²,,,Posto BR,,,residential,,,,,SDA,,,,,,,,,,,geological,Clube_de_Modelismo,,survey_point,,,gras,,,Felfela,,,,,,,,,beauty,Multi-sport,,,,,,,,,,
,,,,nursing_home,5.23E-4,,,Michellin,,,home,,,,,EPEG,,,,,,,,,,,forest,forest,,village_green,,,la,,,Fernandes,,,,,,,,,businesscentre,martial_arts,,,,,,,,,,
,,,,diving_center,paved,,,PDV Sur,,,well?,,,,,Mosque,,,,,,,,,,,institutional,Embol S.A. Coca Cola,,ship,,,former_coastline,,,Ayuntamiento Puerto del Rosario,,,,,,,,,department_store,canoe,,,,,,,,,,
,,,,initiation,"615,28",,,Sicoob,,,maybe?,,,,,Mosque Ibn Badis,,,,,,,,,,,building,margem de reserva ambiental,,telephone_exchange,,,pan,,,Isaac Newton Group,,,,,,,,,storage_rental,pelote_basque,,,,,,,,,,
,,,,childrens_home,59482.506556963,,,Mercedes-Benz Caminhões,,,Building,,,,,Ethiopian Orthodox,,,,,,,,,,,plant_nursery,commun,,,,,سوق المعرض التجاري,,,Etablissements Publics pour l'Exploitation des Marchés de Lomé,,,,,,,,,jewelry,soccer; rugby,,,,,,,,,,
,,,,radio,"1856,84",,,Posto Novo Paraíso,,,bell_tower,,,,,mormon,,,,,,,,,,,browfield,Social_Club,,,,,water,,,Urban Council,,,,,,,,,mall,Watersport,,,,,,,,,,
,,,,police,"77,52",,,P&S,,,"house,technical education classes",,,,,greek_orthodox,,,,,,,,,,,brick laying,cricket,,,,,waood,,,BNP PARIBAS,,,,,,,,,Paint,basketball;netball,,,,,,,,,,
,,,,shower,"83,74",,,Petrobras BR,,,cultural_institute,,,,,جامع مقرين جوهرة,,,,,,,,,,,rest_area,swmming_pool,,,,,cave_entrance,,,DR MOULAY TAHER,,,,,,,,,alcohol,football_.,,,,,,,,,,
,,,,bicycle_parking,"429,58",,,Orel,,,Bing,,,,,Ministry,,,,,,,,,,,Drying yard,pitch;park,,,,,desert; scree,,,Spur,,,,,,,,,medical_supply,cricket,,,,,,,,,,
,,,,houseware,Parque Espinosa,,,Mine,,,bathroom,,,,,Musulmane,,,,,,,,,,,leisure,sport,,,,,IFMS Instituto Federal de Mato Grosso do Sul,,,Nodric Optical Telescope Scientific Association,,,,,,,,,laundry,fishing,,,,,,,,,,
,,,,red_cross,880.604369717,,,Branca,,,construction,,,,,AME,,,,,,,,,,,fishfarm,Biblioteca Florentino Ameghino,,,,,glaciar,,,YBP,,,,,,,,,quincaillerie,Football,,,,,,,,,,
,,,,restaurant;cafe,"2100,17",,,Posto Ipiranga,,,Lc1 house,,,,,Mosque_of_Zarlelen,,,,,,,,,,,sport,Thermal_Baths,,,,,Isla el Santuario,,,RENAULT,,,,,,,,,fishmonger,Netball,,,,,,,,,,
,,,,garden,"545,5",,,VolksWagen,,,laboratoire,,,,,Islam,,,,,,,,,,,Public Space,pitch;swimming_pool,,,,,isle,,,Lafarge Aggregates,,,,,,,,,trade,cricket;rugby;football;soccer;field_hockey;hockey;inline_hockey,,,,,,,,,,
,,,,townhall,1.65425562124e-001,,,Mercedes-Benz,,,museum,,,,,Mausolée_de_Sidi Safi مقام سيدي الصافي,,,,,,,,,,,open_area,town_hall,,,,,synthetic_grass,,,Ministry of Education,,,,,,,,,sports,rugby_league,,,,,,,,,,
,,,,parking_space,3.09301673903e-003,,,Santander,,,warehouse,,,,,Omar Oussedik,,,,,,,,,,,farrmy,recreation_ground;pitch,,,,,salt,,,Unión Deportiva Melilla,,,,,,,,,shoes,gymnastics,,,,,,,,,,
,,,,mortuary,1088.035420892,,,Triumph Motorcycles,,,Dinning Hall,,,,,christ_scientist,,,,,,,,,,,rsid,scrub,,,,,field,,,Tanzania Posts Coorporation,,,,,,,,,hifi,driving_range,,,,,,,,,,
,,,,driving_school,59213.948197550,,,Cencosud,,,church,,,,,Ethiopian Evangelical Church Mekane Yesus,,,,,,,,,,,military,reservoir,,,,,scurb,,,Lebuoajoang Simon Thebeakhale,,,,,,,,,optician,kitesurfing,,,,,,,,,,
,,,,Villa,"46,98",,,Topsy,,,underconstruction,,,,,Orthodox,,,,,,,,,,,hamlet,Parque,,,,,TRE - 6ª Zona Eleitoral,,,Kiyingi,,,,,,,,,seafood,"Musculation,_cardio,_gym,_sauna",,,,,,,,,,
,,,,water,"671,43",,,ReyAuto,,,Gendarmerie Nationale,,,,,tidoanne,,,,,,,,,,,famry,pedestrian,,,,,fixme_grassland,,,"Comunidad ""Cruz del Niño""",,,,,,,,,scuba_diving,multi-sport,,,,,,,,,,
,,,,cinema,"448,18",,,Wyllis,,,educational,,,,,Roman_Catholic,,,,,,,,,,,caserne,sex_relax,,,,,SCRUB,,,ESSO,,,,,,,,,2nd Hand Motors,korfbal,,,,,,,,,,
,,,,religion,park,,,Park Hyatt,,,filling station,,,,,dutch_reformed,,,,,,,,,,,runway,bandstand,,,,,lava_field,,,Southern Sun,,,,,,,,,beautician,"foot-ball,_basket-ball,_hand-ball, voley-ball",,,,,,,,,,
,,,,grave_yard,"150,36",,,Banco agrario,,,university library of polytechnic,,,,,eritrean_catholic,,,,,,,,,,,garden,grass,,,,,ater,,,Kimoigut Primary school,,,,,,,,,bathroom,runnig,,,,,,,,,,
,,,,studio,5885.723732625,,,Bandera Blanca,,,rocks,,,,,Ibadhi,,,,,,,,,,,lanfill,fo,,,,,scrib,,,سوق السبت,,,,,,,,,car_parts,pool,,,,,,,,,,
,,,,mobilemoney,public,,,BANESTES,,,canopy,,,,,Barcelo Lanzarote Resort,,,,,,,,,,,observatory,cancha de juego,,,,,sand_dune,,,ACRA,,,,,,,,,construction,"Basketball,_Handball,_Voleyball",,,,,,,,,,
,,,,el najah 3,"1079,98",,,Banco Provincia del Neuquén,,,mokhoro,,,,,Mosquée_El Khoulafa Errachidine,,,,,,,,,,,commercial,social_centre,,,,,hot water,,,Steg,,,,,,,,,food,squash; tennis; swimming; pool; fitness_studio,,,,,,,,,,
,,,,Play ground,6655.815749447,,,Latina,,,carpentry,,,,,Mosque of Khlalfa,,,,,,,,,,,religion,clube,,,,,MEADOW,,,City Lodge,,,,,,,,,bathroom_furnishing,gaelic_football,,,,,,,,,,
,,,,bar,"53,33",,,Carrefour,,,tower,,,,,protestant,,,,,,,,,,,livestocks,sport_court,,,,,heather,,,Diocese of Nairobi,,,,,,,,,coffee,shooting,,,,,,,,,,
,,,,un_facility,"72,79",,,New Holland,,,Video Show Room,,,,,Baptist,,,,,,,,,,,Islet,square,,,,,a,,,"Bindura Nickel Corporation Ltd. (mwana africa PLC, 52.9%)",,,,,,,,,internet,free_flying:site=landing,,,,,,,,,,
,,,,helicopter_base,Centro Comercial Camino del Jagüel,,,Posto Chaparral,,,Latrines,,,,,apostolic,,,,,,,,,,,reid,Sports_centre,,,,,epicentre,,,Universite,,,,,,,,,beverages,basketball; handball,,,,,,,,,,
,,,,school Neb La Bumbu,"41,10",,,Menor Preço,,,security,,,,,Afrikaanse Protestante,,,,,,,,,,,farmland,social_club,,,,,wao,,,Taurus Enterprises,,,,,,,,,car_repair;tyres,soccer;tennis;volleyball;basketball;swimming;squash;jogging,,,,,,,,,,
,,,,construction,"44,32",,,Dislub,,,stable,,,,,Grande moquee Taounate,,,,,,,,,,,yard,adult_gaming_centre,,,,,wood; scrub,,,Société Générale Algéri,,,,,,,,,pasta,team_handball;soccer;basketball;volleyball,,,,,,,,,,
,,,,showers,apartments,,,Chrysler /Jeep / Dodge,,,pyramid,,,,,Igreja_Matriz_-_Nª_Sª_Aparecida,,,,,,,,,,,residential,dancing,,,,,floodplain,,,Disa,,,,,,,,,tea,kart,,,,,,,,,,
,,,,Kindergarten,"7492,14",,,Aurora,,,"house,malawi colege of health sciences adminstration block",,,,,Assembléia,,,,,,,,,,,llotments,amusement_arcade,,,,,bare_rock;cliff,,,شركة الناله للثياب,,,,,,,,,fairtrade,basketball; football,,,,,,,,,,
,,,,restaurant-closed,"617,54",,,Esso Mobil,,,maison,,,,,Iglesia Jesús Obrero,,,,,,,,,,,woodland,pich,,,,,scrub; scrub; wood; scrub,,,UIEA,,,,,,,,,music,"soccer,_athletisme",,,,,,,,,,
,,,,beverages,54862.728407215,,,ipiranga,,,Ermita,,,,,Gruta,,,,,,,,,,,reservoir_covered,,,,,,saltmarsh,,,CALTEX,,,,,,,,,Fruits and vegetables,Juskei,,,,,,,,,,
,,,,church,151149.039363738,,,BR - Petrobras,,,publique,,,,,evangélica,,,,,,,,,,,greenhouse_horticulture,,,,,,scree ; desert,,,Ecole Nationale Supérieure d'Agronomie,,,,,,,,,papeleria,scuba_diving,,,,,,,,,,
,,,,music_venue,68175.843462041,,,chevrolet,,,Dispensary,,,,,water,,,,,,,,,,,wood,,,,,,tree_line,,,The Sunset Group,,,,,,,,,Glass,racquet,,,,,,,,,,
,,,,distribution_centre,"533,73",,,Havaianas,,,casa,,,,,roman_catholic;catholic,,,,,,,,,,,education;church,,,,,,shingle,,,Dr. Chilemba,,,,,,,,,locksmith,paddle_tenis,,,,,,,,,,
,,,,telephone,"489,52",,,Vea,,,service,,,,,neopentecostal,,,,,,,,,,,construction,,,,,,scrub; scrub; wood; wood; wood; scrub; wood; scrub; scrub; wood; wood; scrub; scrub; wood; wood; wood; scrub; wood,,,All Saints Shopping Centre,,,,,,,,,Venda_de_material_esportivo_e_de_armas,aerobic,,,,,,,,,,
,,,,drinking_water,bus_station,,,Asco Motors,,,senior one block,,,,,EKFS,,,,,,,,,,,Gold Plant Tailings dam,,,,,,sa,,,Tanzania Electrical Supply Corporation,,,,,,,,,clothes;shoes,bocce,,,,,,,,,,
,,,,L.C 1 Office,1912.381752302,,,petrobras,,,CLAA,,,,,neo-pentescostal,,,,,,,,,,,commer,,,,,,old-coastline-way,,,Restaurante el Rincón Canario,,,,,,,,,office,american_football,,,,,,,,,,
,,,,post_box,"807,19",,,Jumbo,,,apartment,,,,,Ntra. Sra. de los Remedios,,,,,,,,,,,aorch,,,,,,Desague,,,Public-Private,,,,,,,,,office furnitures,training,,,,,,,,,,
,,,,bureau_de_change,"6481,79",,,Banco Bradesco,,,roof=permanent3,,,,,Universal,,,,,,,,,,,warehouse,,,,,,Águas Correntes Saia Velha,,,MSF,,,,,,,,,print,9pin,,,,,,,,,,
,,,,"cafe, tee","493,25",,,Kumho Tires,,,mosc,,,,,Ekalesia_Faapotopotoga_Kerisiano_Samoa,,,,,,,,,,,b,,,,,,arch,,,BISTP,,,,,,,,,Country,Basketball,,,,,,,,,,
,,,,tower,"550,95",,,Atlântica,,,Control_Tower,,,,,russian_orthodox,,,,,,,,,,,greenhouse,,,,,,lagoon,,,Part of Waterval resort,,,,,,,,,gas;water,"archery,shooting",,,,,,,,,,
,,,,Centre de Tuberculose,,,,Bradesco,,,no,,,,,adv,,,,,,,,,,,bay,,,,,,reservoir,,,Pétro-Ivoire,,,,,,,,,printer_supply,athletics;football,,,,,,,,,,
,,,,court_yard,,,,charrua,,,fort,,,,,church of the nazarene,,,,,,,,,,,pasture,,,,,,Praça Antônio Dalin,,,SGBS,,,,,,,,,windows,wresling,,,,,,,,,,
,,,,sanatorium,,,,Sol,,,Gym,,,,,congregational,,,,,,,,,,,taxi_rank,,,,,,grasslan,,,Kenzi Hotels Group,,,,,,,,,air_conditioning,swimming,,,,,,,,,,
,,,,Fast food,,,,Aspro,,,Offices,,,,,evangelic,,,,,,,,,,,pier,,,,,,*,,,Dom Pedro Hotels,,,,,,,,,boutique;furniture,golf,,,,,,,,,,
,,,,ba,,,,Estación de servicio,,,Yes,,,,,Monasterio,,,,,,,,,,,human usage,,,,,,piscina natural,,,Ayuntamiento de Candelaria,,,,,,,,,pawnbroker,Polo,,,,,,,,,,
,,,,vehicle_inspection,,,,Fiat,,,Hotel,,,,,wicca,,,,,,,,,,,educational,,,,,,wet,,,Republic of Sierra Leone Armed Forces,,,,,,,,,carpet,australian_football,,,,,,,,,,
,,,,aire de restauration,,,,Volare,,,care clinic,,,,,menonite,,,,,,,,,,,mixed,,,,,,scrub; scrub; wood; wood,,,Lansmore,,,,,,,,,stationery;copyshop;books,boules,,,,,,,,,,
,,,,cemetery,,,,Caloi,,,accomodation,,,,,ahmadiyya,,,,,,,,,,,islert,,,,,,wood; scrub; wood; wood; scrub; wood; scrub; scrub; wood; wood,,,Diamond Cement Ghana Limited (DCGL),,,,,,,,,nutrition,soccer; basket_ball,,,,,,,,,,
