access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,yes#,,,,,,,,,,,,,,,,,,,,,,,,,Pontificia Universidad Católica de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,boathouse,,,,,,,,,,,,,,,,,,,,,,,,,INFRAERO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,temple,,,,,,,,,,,,,,,,,,,,,,,,,Municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,Policía de Misiones,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,glasshouse,,,,,,,,,,,,,,,,,,,,,,,,,Ministerio de Educación (Público),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,y+,,,,,,,,,,,,,,,,,,,,,,,,,Rede Vivo de Supermercados,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,commerce,,,,,,,,,,,,,,,,,,,,,,,,,Université de la Polynésie française,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,si,,,,,,,,,,,,,,,,,,,,,,,,,Rede Ipiranga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Manzana,,,,,,,,,,,,,,,,,,,,,,,,,Universidade Federal de Minas Gerais,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,comercial,,,,,,,,,,,,,,,,,,,,,,,,,Estadual,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ytes,,,,,,,,,,,,,,,,,,,,,,,,,SEDU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CASA,,,,,,,,,,,,,,,,,,,,,,,,,Transmetro SAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,transportation,,,,,,,,,,,,,,,,,,,,,,,,,Universidad Nacional de Rosario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equion Energia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPFL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rede Cemat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infraero,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ipiranga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facultad de Ciencias Naturales,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ministerio de Salud del Perú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR Foods,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texaco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEMIG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eletronorte,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santander,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrefour,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEEE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACEMA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidad Nacional de Cuyo,,,,,,,,,,,,,,,,,,,,
