access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
private,0,,holding_position,parking_entrance,,yes,dismount,,1,postal,,residential,,,,,,,private,,,minor,,,,,harbour,,,crane,,,water,,,Grimaldi Lines,city,,,,construction,,power,drivingway,,,stone,,,,5,,,intermittent,,
agricultural,11,,construction,university,,fence,dismounted,,,postal_code,,rail,,,,,,,unknown,,,secondary,,,,,agriculture,,,embankment,,,crater,,,Transportes Insular La Palma,locality,,,,disused,,share_taxi,unpaved,,,Paved,,,,trocha,,,yes,,
mining,,,,fuel,,toll_booth,allowed,,,maritim,,yes,,,,,,,Sim,,,primary,,,,,farm,,,geoglyph,,,riverbank,,,"Ministerio de Agricultura, Alimentación y Medio Ambiente",state,,,,tram,,ferry,Bing,,,asphalt;compacted,,,,,,,waterfall,,
official,,,,bicycle_parking,,lift_gate,desmontado,,,maritime,,minor,,,,,,,yes;no,,,unclassified;track,,,,,recreation_ground,,,groyne,,,stream,,,EdM,neighbourhood,,,,funicular,,Hassi R'Mel - Bologna,drive-through,,,grass_paver,,,,,,,weir,,
customers,,,,marketplace,,bollard,no;yes,,,hires,,primary,,,,,,,si,,,track,,,,,conservation,,,submarine_cable,,,arete,,,CFU,county,,,,monorail,,train,agriculture,,,interlock,,,,,,,culvert,,
public,,,,,,city_wall,,,,yes,,secondary,,,,,,,,,,mini_roundabout,,,,,industrial,,,cutline,,,cliff,,,KR/EAR,island,,,,historic,,road,side,,,paved; paved; unpaved; unpaved,,,,,,,derelict_canal,,
no,,,,,,wire_fence,,,,catchment_area,,ligh_rail,,,,,,,,,,tertiary,,,,,2,,,jetty,,,strait,,,SNCC,continent,,,,dismantled,,mtb,driveway,,,asphalt:sand,,,,,,,,,
delivery,,,,,,gate,,,,national_park,,footway,,,,,,,,,,trunk,,,,,reservoir,,,levee,,,old_coasttline_import,,,M.M. Mining and Togo Rail S.A. (WACEM and RITES),hamlet,,,,level_crossing,,yes,siding,,,ground;grass,,,,,,,,,
yes,,,,,,kerb,,,,hypothetical,,runway,,,,,,,,,,tertiary_link,,,,,railway,,,pier,,,caldera,,,Cabildo Insular de La Palma,islet,,,,miniature,,tram,parking_aisle,,,paved,,,,,,,,,
permissive,,,,,,ditch,,,,task,,steps,,,,,,,,,,secondary_link,,,,,greenfield,,,conveyor,,,tree_lined,,,Sasol,municiplaity,,,,yes,,offroad,alley,,,mud,,,,,,,,,
restricted,,,,,,retaining_wall,,,,natural,,secondary_link,,,,,,,,,,living_street;residential,,,,,farmyard,,,yes,,,rock,,,Algoa Bus,municipalidad,,,,razed,,trolleybus,agricultural,,,cobblestone,,,,,,,,,
destination,,,,,,net,,,,political,,canal,,,,,,,,,,emergency_access_point,,,,,retail,,,,,,wood,,,University of Cape Town,,,,,,,light_rail,Forestry,,,grass,,,,,,,,,
bus,,,,,,debris,,,,political_fraction,,living_street,,,,,,,,,,primary_link,,,,,construction,,,,,,tree_row,,,Shosholoza Meyl,,,,,,,aerialway,emergency_access,,,asphalt;unpaved,,,,,,,,,
si,,,,,,chain,,,,protecte_area,,road,,,,,,,,,,crossing,,,,,vineyard,,,,,,waterfall,,,ZR,,,,,,,ski,triangle,,,paving_stones:30,,,,,,,,,
restrict,,,,,,,,,,hamlet,,tram,,,,,,,,,,platform,,,,,meadow,,,,,,valley,,,TRANSTU,,,,,,,Bus,road,,,fine_gravel,,,,,,,,,
sim,,,,,,,,,,imagery,,,,,,,,,,,,escape,,,,,,,,,,,rocks,,,SNCFT,,,,,,,track,vers ECA,,,unpaved_dirt,,,,,,,,,
,,,,,,,,,,census,,,,,,,,,,,,service,,,,,,,,,,,dunes,,,ALSA,,,,,,,,-,,,clay,,,,,,,,,
,,,,,,,,,,fix_administrative,,,,,,,,,,,,path,,,,,,,,,,,coral_reef,,,INCC,,,,,,,,bus,,,concrete,,,,,,,,,
,,,,,,,,,,rio,,,,,,,,,,,,turning_circle,,,,,,,,,,,beach,,,SRA,,,,,,,,bus_way,,,Gravel,,,,,,,,,
,,,,,,,,,,landuse,,,,,,,,,,,,road,,,,,,,,,,,sand,,,Eskom,,,,,,,,Fenoco,,,tar,,,,,,,,,
,,,,,,,,,,residential,,,,,,,,,,,,rest_area,,,,,,,,,,,grassland,,,Aftu,,,,,,,,residential,,,dirt/sand,,,,,,,,,
,,,,,,,,,,Yahoo! Aerial Imagery,,,,,,,,,,,,unclassified,,,,,,,,,,,river,,,ONATRA,,,,,,,,camp_site,,,unspecified,,,,,,,,,
,,,,,,,,,,Bing,,,,,,,,,,,,unsurfaced,,,,,,,,,,,rapids,,,City Sightseeing,,,,,,,,driveway;parking-aisle,,,dirt,,,,,,,,,
,,,,,,,,,,Bing Aerial Imagery,,,,,,,,,,,,footway,,,,,,,,,,,tree,,,Horários do Funchal,,,,,,,,TIRIO,,,sea shells,,,,,,,,,
,,,,,,,,,,religious_administration,,,,,,,,,,,,proposed,,,,,,,,,,,old_coastline,,,EAR,,,,,,,,water_power,,,sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,bus_stop,,,,,,,,,,,plateau,,,thiade,,,,,,,,hydrocarbons,,,pozzolan,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,,,,,,,crevasse,,,tiadhe,,,,,,,,long_distance,,,unpaved;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,Transtu,,,,,,,,private,,,soil,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,ford,,,,,,,,,,,,,,TANESCO,,,,,,,,parking_aisle;driveway,,,dirt/sand;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,trunk_link,,,,,,,,,,,,,,AINGAVAO,,,,,,,,yard?,,,laterite,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,cycleway,,,,,,,,,,,,,,CAMRAIL,,,,,,,,abandoned_tram,,,asphalt;sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,undefined,,,,,,,,,,,,,,ICCN,,,,,,,,tourism,,,ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,dummy,,,,,,,,,,,,,,Morning Sun Nature Reserve,,,,,,,,regional,,,compacted,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,residential_link,,,,,,,,,,,,,,Togo Rail S.A. (WACEM and RITES),,,,,,,,commuter,,,paved;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,residential;tertiary,,,,,,,,,,,,,,ETUS,,,,,,,,drivethrough,,,unkown,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,planned,,,,,,,,,,,,,,Rodoeste,,,,,,,,busway,,,unpaved;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,services,,,,,,,,,,,,,,Cabildo Insular de Tenerife,,,,,,,,,,,asphal;sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,byway,,,,,,,,,,,,,,État,,,,,,,,,,,pebblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,bus_guideway,,,,,,,,,,,,,,Gautrain Bus,,,,,,,,,,,bricks,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,corridor,,,,,,,,,,,,,,Pioneer Easybus,,,,,,,,,,,unpaved2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKK,,,,,,,,,,,wood,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SONELGAZ,,,,,,,,,,,rocks,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transtu,,,,,,,,,,,un,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanral,,,,,,,,,,,no,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giba Gorge MTB Park,,,,,,,,,,,karral,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCOM,,,,,,,,,,,cobblestone:flattened,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matatu,,,,,,,,,,,tarmac,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flag Ltd.,,,,,,,,,,,cement,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune,,,,,,,,,,,gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrorail,,,,,,,,,,,asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFCO,,,,,,,,,,,metal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NadorBus,,,,,,,,,,,concrete:lanes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société Nationale des Autoroutes du Maroc S.A.,,,,,,,,,,,land,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African National Parks,,,,,,,,,,,paving_stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo Insular de El Hierro,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Insular de la Palma,,,,,,,,,,,paralelepipedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MetroTenerife,,,,,,,,,,,drt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global SU,,,,,,,,,,,Asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFB,,,,,,,,,,,madeira,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scota,,,,,,,,,,,dirt;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOTRACO,,,,,,,,,,,Metal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société Nouvelle des Phosphates du Togo (SNPT),,,,,,,,,,,paved; cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soretras,,,,,,,,,,,IBGE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hexpas EcoTrek,,,,,,,,,,,paved; paved; cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EACL,,,,,,,,,,,dirt; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITSA,,,,,,,,,,,asphalt; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umgeni Steam Railway,,,,,,,,,,,Pavimented,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEG,,,,,,,,,,,Cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETUSA,,,,,,,,,,,paralepípedos,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société Nationale des Chemins de Fer Tunisiens,,,,,,,,,,,Saibro,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SONABEL,,,,,,,,,,,Calçamento,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société parapublique,,,,,,,,,,,terrain,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirindra,,,,,,,,,,,Paralelepípedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSELATRA,,,,,,,,,,,salt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naviera Armas,,,,,,,,,,,EArth,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIE,,,,,,,,,,,asfalto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana Power,,,,,,,,,,,dir,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONCF,,,,,,,,,,,ground;sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo Insular de La Gomera,,,,,,,,,,,residential,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNTF,,,,,,,,,,,asphalt;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société nationale industrielle et minière,,,,,,,,,,,tierra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grandi Navi Veloci,,,,,,,,,,,"unpaved, paved",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djeno,,,,,,,,,,,30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro,,,,,,,,,,,areia,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Région,,,,,,,,,,,paved;gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rovos Rail,,,,,,,,,,,Polvo de ladrillo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater Nile Petroleum Operating Company,,,,,,,,,,,paved;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCE,,,,,,,,,,,Pedra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.M. Mining;Togo Rail S.A. (WACEM and RITES),,,,,,,,,,,cobblestone;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entabeni Game Reserve,,,,,,,,,,,Terra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gautrain,,,,,,,,,,,lahar,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPDC,,,,,,,,,,,"sand,ground",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parque Nacional de Timanfaya,,,,,,,,,,,asphalt;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transnet Pipelines,,,,,,,,,,,Pedras,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.senderosdelapalma.com,,,,,,,,,,,asphalt; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakar Dem Dikk,,,,,,,,,,,paving_stones;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Weir Shipping Limited,,,,,,,,,,,Pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compagnie du chemin de fer Djibouto-Ethiopien,,,,,,,,,,,terra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESKOM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madarail,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société de Navigation des Australes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUASIMALES,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buses Campanil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fundación Municipal Transporte Masivo Urbano de Guayaquil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transwolff,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aguas San Isidro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlántida S.A.C.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marga - Taqsa - Interlagos - Clamajucar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transporte Lope de Vega S.A.C.I.F,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autopista Régis Bittencourt,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEMTUR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATUSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrô Rio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Leme Ltda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COOBUS S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14A La Marina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Araçatuba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Express de Santiago Uno S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretaria Estadual do Meio Ambiente do Rio Grande do Sul,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transmetro S.A.S.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro de Caracas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruta Las Playas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monticas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperativa Sporman,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transoledad,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristália,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodovia das Cataratas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triângulo do Sol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro Transportes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panavial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes San Cayetano S.A.C.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taikré,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciudad de Cordoba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Campo Belo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VB Transportes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISA Bolivia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobilbrasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrocarriles del Ecuador Empresa Publica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPRESSO SBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carcarañá Express,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIGRAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sargento Cabral SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOFSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecovias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posto Carrefour Wenceslau,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transporte Automotor Plaza S.A.C. e I.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transmetro SAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renovias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Gato Preto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosario Bus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coniferal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Fenur S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pégaso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unigal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transnordestina Logística S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa Albardon,,,,,,,,,,,,,,,,,,,,
